MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
57360,2015,12,04,rapid,0.10725,.00009,0.25326,.00009,,,,,rapid,0.127619,0.000015,,,,,,,,,,,
57361,2015,12,05,rapid,0.10602,.00009,0.25311,.00009,,,,,rapid,0.125917,0.000017,,,,,,,,,,,
57362,2015,12,06,rapid,0.10491,.00009,0.25291,.00009,,,,,rapid,0.124241,0.000017,,,,,,,,,,,
57363,2015,12,07,rapid,0.10371,.00009,0.25265,.00009,,,,,rapid,0.122591,0.000016,,,,,,,,,,,
57364,2015,12,08,rapid,0.10246,.00009,0.25216,.00009,,,,,rapid,0.120910,0.000016,,,,,,,,,,,
57365,2015,12,09,rapid,0.10104,.00009,0.25163,.00009,,,,,rapid,0.119226,0.000065,,,,,,,,,,,
57366,2015,12,10,rapid,0.09917,.00009,0.25120,.00009,,,,,rapid,0.117630,0.000055,,,,,,,,,,,
57367,2015,12,11,prediction,0.0973,,0.2509,,,,,,prediction,0.11610,,,,,,,,,,,,
57368,2015,12,12,prediction,0.0952,,0.2506,,,,,,prediction,0.11463,,,,,,,,,,,,
57369,2015,12,13,prediction,0.0933,,0.2504,,,,,,prediction,0.11322,,,,,,,,,,,,
57370,2015,12,14,prediction,0.0915,,0.2503,,,,,,prediction,0.11182,,,,,,,,,,,,
57371,2015,12,15,prediction,0.0897,,0.2503,,,,,,prediction,0.11037,,,,,,,,,,,,
57372,2015,12,16,prediction,0.0880,,0.2504,,,,,,prediction,0.10879,,,,,,,,,,,,
57373,2015,12,17,prediction,0.0863,,0.2506,,,,,,prediction,0.10708,,,,,,,,,,,,
57374,2015,12,18,prediction,0.0846,,0.2508,,,,,,prediction,0.10525,,,,,,,,,,,,
57375,2015,12,19,prediction,0.0828,,0.2510,,,,,,prediction,0.10334,,,,,,,,,,,,
57376,2015,12,20,prediction,0.0810,,0.2513,,,,,,prediction,0.10141,,,,,,,,,,,,
57377,2015,12,21,prediction,0.0792,,0.2515,,,,,,prediction,0.09949,,,,,,,,,,,,
57378,2015,12,22,prediction,0.0774,,0.2517,,,,,,prediction,0.09763,,,,,,,,,,,,
57379,2015,12,23,prediction,0.0756,,0.2520,,,,,,prediction,0.09586,,,,,,,,,,,,
57380,2015,12,24,prediction,0.0738,,0.2523,,,,,,prediction,0.09423,,,,,,,,,,,,
57381,2015,12,25,prediction,0.0721,,0.2527,,,,,,prediction,0.09273,,,,,,,,,,,,
57382,2015,12,26,prediction,0.0703,,0.2531,,,,,,prediction,0.09130,,,,,,,,,,,,
57383,2015,12,27,prediction,0.0686,,0.2535,,,,,,prediction,0.08990,,,,,,,,,,,,
57384,2015,12,28,prediction,0.0669,,0.2540,,,,,,prediction,0.08850,,,,,,,,,,,,
57385,2015,12,29,prediction,0.0651,,0.2544,,,,,,prediction,0.08710,,,,,,,,,,,,
57386,2015,12,30,prediction,0.0634,,0.2549,,,,,,prediction,0.08570,,,,,,,,,,,,
57387,2015,12,31,prediction,0.0616,,0.2554,,,,,,prediction,0.08431,,,,,,,,,,,,
57388,2016,01,01,prediction,0.0599,,0.2560,,,,,,prediction,0.08294,,,,,,,,,,,,
57389,2016,01,02,prediction,0.0582,,0.2565,,,,,,prediction,0.08160,,,,,,,,,,,,
57390,2016,01,03,prediction,0.0565,,0.2571,,,,,,prediction,0.08029,,,,,,,,,,,,
57391,2016,01,04,prediction,0.0548,,0.2578,,,,,,prediction,0.07902,,,,,,,,,,,,
57392,2016,01,05,prediction,0.0532,,0.2584,,,,,,prediction,0.07780,,,,,,,,,,,,
57393,2016,01,06,prediction,0.0515,,0.2591,,,,,,prediction,0.07665,,,,,,,,,,,,
57394,2016,01,07,prediction,0.0498,,0.2598,,,,,,prediction,0.07556,,,,,,,,,,,,
57395,2016,01,08,prediction,0.0482,,0.2606,,,,,,prediction,0.07451,,,,,,,,,,,,
57396,2016,01,09,prediction,0.0466,,0.2613,,,,,,prediction,0.07347,,,,,,,,,,,,
57397,2016,01,10,prediction,0.0450,,0.2621,,,,,,prediction,0.07240,,,,,,,,,,,,
57398,2016,01,11,prediction,0.0434,,0.2629,,,,,,prediction,0.07122,,,,,,,,,,,,
57399,2016,01,12,prediction,0.0418,,0.2637,,,,,,prediction,0.06991,,,,,,,,,,,,
57400,2016,01,13,prediction,0.0402,,0.2646,,,,,,prediction,0.06844,,,,,,,,,,,,
57401,2016,01,14,prediction,0.0387,,0.2655,,,,,,prediction,0.06682,,,,,,,,,,,,
57402,2016,01,15,prediction,0.0372,,0.2664,,,,,,prediction,0.06510,,,,,,,,,,,,
57403,2016,01,16,prediction,0.0357,,0.2673,,,,,,prediction,0.06336,,,,,,,,,,,,
57404,2016,01,17,prediction,0.0342,,0.2683,,,,,,prediction,0.06165,,,,,,,,,,,,
57405,2016,01,18,prediction,0.0327,,0.2693,,,,,,prediction,0.06004,,,,,,,,,,,,
57406,2016,01,19,prediction,0.0312,,0.2703,,,,,,prediction,0.05855,,,,,,,,,,,,
57407,2016,01,20,prediction,0.0298,,0.2713,,,,,,prediction,0.05719,,,,,,,,,,,,
57408,2016,01,21,prediction,0.0283,,0.2723,,,,,,prediction,0.05593,,,,,,,,,,,,
57409,2016,01,22,prediction,0.0269,,0.2734,,,,,,prediction,0.05473,,,,,,,,,,,,
57410,2016,01,23,prediction,0.0256,,0.2745,,,,,,prediction,0.05355,,,,,,,,,,,,
57411,2016,01,24,prediction,0.0242,,0.2756,,,,,,prediction,0.05233,,,,,,,,,,,,
57412,2016,01,25,prediction,0.0229,,0.2767,,,,,,prediction,0.05106,,,,,,,,,,,,
57413,2016,01,26,prediction,0.0215,,0.2779,,,,,,prediction,0.04974,,,,,,,,,,,,
57414,2016,01,27,prediction,0.0202,,0.2790,,,,,,prediction,0.04836,,,,,,,,,,,,
57415,2016,01,28,prediction,0.0190,,0.2802,,,,,,prediction,0.04694,,,,,,,,,,,,
57416,2016,01,29,prediction,0.0177,,0.2814,,,,,,prediction,0.04550,,,,,,,,,,,,
57417,2016,01,30,prediction,0.0165,,0.2827,,,,,,prediction,0.04406,,,,,,,,,,,,
57418,2016,01,31,prediction,0.0153,,0.2839,,,,,,prediction,0.04265,,,,,,,,,,,,
57419,2016,02,01,prediction,0.0141,,0.2852,,,,,,prediction,0.04127,,,,,,,,,,,,
57420,2016,02,02,prediction,0.0129,,0.2865,,,,,,prediction,0.03995,,,,,,,,,,,,
57421,2016,02,03,prediction,0.0118,,0.2878,,,,,,prediction,0.03868,,,,,,,,,,,,
57422,2016,02,04,prediction,0.0107,,0.2891,,,,,,prediction,0.03744,,,,,,,,,,,,
57423,2016,02,05,prediction,0.0096,,0.2904,,,,,,prediction,0.03620,,,,,,,,,,,,
57424,2016,02,06,prediction,0.0085,,0.2918,,,,,,prediction,0.03491,,,,,,,,,,,,
57425,2016,02,07,prediction,0.0075,,0.2932,,,,,,prediction,0.03353,,,,,,,,,,,,
57426,2016,02,08,prediction,0.0065,,0.2945,,,,,,prediction,0.03199,,,,,,,,,,,,
57427,2016,02,09,prediction,0.0055,,0.2959,,,,,,prediction,0.03026,,,,,,,,,,,,
57428,2016,02,10,prediction,0.0045,,0.2974,,,,,,prediction,0.02835,,,,,,,,,,,,
57429,2016,02,11,prediction,0.0036,,0.2988,,,,,,prediction,0.02630,,,,,,,,,,,,
57430,2016,02,12,prediction,0.0027,,0.3003,,,,,,prediction,0.02419,,,,,,,,,,,,
57431,2016,02,13,prediction,0.0018,,0.3017,,,,,,prediction,0.02210,,,,,,,,,,,,
57432,2016,02,14,prediction,0.0009,,0.3032,,,,,,prediction,0.02010,,,,,,,,,,,,
57433,2016,02,15,prediction,0.0001,,0.3047,,,,,,prediction,0.01824,,,,,,,,,,,,
57434,2016,02,16,prediction,-0.0007,,0.3062,,,,,,prediction,0.01653,,,,,,,,,,,,
57435,2016,02,17,prediction,-0.0015,,0.3077,,,,,,prediction,0.01493,,,,,,,,,,,,
57436,2016,02,18,prediction,-0.0022,,0.3092,,,,,,prediction,0.01341,,,,,,,,,,,,
57437,2016,02,19,prediction,-0.0029,,0.3108,,,,,,prediction,0.01191,,,,,,,,,,,,
57438,2016,02,20,prediction,-0.0036,,0.3123,,,,,,prediction,0.01038,,,,,,,,,,,,
57439,2016,02,21,prediction,-0.0043,,0.3139,,,,,,prediction,0.00880,,,,,,,,,,,,
57440,2016,02,22,prediction,-0.0049,,0.3155,,,,,,prediction,0.00714,,,,,,,,,,,,
57441,2016,02,23,prediction,-0.0055,,0.3170,,,,,,prediction,0.00541,,,,,,,,,,,,
57442,2016,02,24,prediction,-0.0061,,0.3186,,,,,,prediction,0.00362,,,,,,,,,,,,
57443,2016,02,25,prediction,-0.0066,,0.3202,,,,,,prediction,0.00180,,,,,,,,,,,,
57444,2016,02,26,prediction,-0.0071,,0.3219,,,,,,prediction,-0.00002,,,,,,,,,,,,
57445,2016,02,27,prediction,-0.0076,,0.3235,,,,,,prediction,-0.00183,,,,,,,,,,,,
57446,2016,02,28,prediction,-0.0081,,0.3251,,,,,,prediction,-0.00359,,,,,,,,,,,,
57447,2016,02,29,prediction,-0.0085,,0.3267,,,,,,prediction,-0.00529,,,,,,,,,,,,
57448,2016,03,01,prediction,-0.0089,,0.3284,,,,,,prediction,-0.00693,,,,,,,,,,,,
57449,2016,03,02,prediction,-0.0092,,0.3300,,,,,,prediction,-0.00853,,,,,,,,,,,,
57450,2016,03,03,prediction,-0.0096,,0.3317,,,,,,prediction,-0.01010,,,,,,,,,,,,
57451,2016,03,04,prediction,-0.0099,,0.3334,,,,,,prediction,-0.01170,,,,,,,,,,,,
57452,2016,03,05,prediction,-0.0101,,0.3350,,,,,,prediction,-0.01338,,,,,,,,,,,,
57453,2016,03,06,prediction,-0.0104,,0.3367,,,,,,prediction,-0.01518,,,,,,,,,,,,
57454,2016,03,07,prediction,-0.0106,,0.3384,,,,,,prediction,-0.01716,,,,,,,,,,,,
57455,2016,03,08,prediction,-0.0108,,0.3401,,,,,,prediction,-0.01935,,,,,,,,,,,,
57456,2016,03,09,prediction,-0.0109,,0.3417,,,,,,prediction,-0.02173,,,,,,,,,,,,
57457,2016,03,10,prediction,-0.0110,,0.3434,,,,,,prediction,-0.02423,,,,,,,,,,,,
57458,2016,03,11,prediction,-0.0111,,0.3451,,,,,,prediction,-0.02675,,,,,,,,,,,,
57459,2016,03,12,prediction,-0.0112,,0.3468,,,,,,prediction,-0.02920,,,,,,,,,,,,
57460,2016,03,13,prediction,-0.0112,,0.3485,,,,,,prediction,-0.03151,,,,,,,,,,,,
57461,2016,03,14,prediction,-0.0112,,0.3502,,,,,,prediction,-0.03365,,,,,,,,,,,,
57462,2016,03,15,prediction,-0.0112,,0.3519,,,,,,prediction,-0.03564,,,,,,,,,,,,
57463,2016,03,16,prediction,-0.0111,,0.3536,,,,,,prediction,-0.03751,,,,,,,,,,,,
57464,2016,03,17,prediction,-0.0110,,0.3553,,,,,,prediction,-0.03933,,,,,,,,,,,,
57465,2016,03,18,prediction,-0.0109,,0.3570,,,,,,prediction,-0.04113,,,,,,,,,,,,
57466,2016,03,19,prediction,-0.0107,,0.3587,,,,,,prediction,-0.04296,,,,,,,,,,,,
57467,2016,03,20,prediction,-0.0105,,0.3604,,,,,,prediction,-0.04484,,,,,,,,,,,,
57468,2016,03,21,prediction,-0.0103,,0.3621,,,,,,prediction,-0.04676,,,,,,,,,,,,
57469,2016,03,22,prediction,-0.0100,,0.3638,,,,,,prediction,-0.04873,,,,,,,,,,,,
57470,2016,03,23,prediction,-0.0098,,0.3654,,,,,,prediction,-0.05072,,,,,,,,,,,,
57471,2016,03,24,prediction,-0.0094,,0.3671,,,,,,prediction,-0.05272,,,,,,,,,,,,
57472,2016,03,25,prediction,-0.0091,,0.3688,,,,,,prediction,-0.05468,,,,,,,,,,,,
57473,2016,03,26,prediction,-0.0087,,0.3705,,,,,,prediction,-0.05660,,,,,,,,,,,,
57474,2016,03,27,prediction,-0.0083,,0.3722,,,,,,prediction,-0.05845,,,,,,,,,,,,
57475,2016,03,28,prediction,-0.0079,,0.3738,,,,,,prediction,-0.06022,,,,,,,,,,,,
57476,2016,03,29,prediction,-0.0074,,0.3755,,,,,,prediction,-0.06193,,,,,,,,,,,,
57477,2016,03,30,prediction,-0.0069,,0.3771,,,,,,prediction,-0.06359,,,,,,,,,,,,
57478,2016,03,31,prediction,-0.0064,,0.3788,,,,,,prediction,-0.06523,,,,,,,,,,,,
57479,2016,04,01,prediction,-0.0058,,0.3804,,,,,,prediction,-0.06692,,,,,,,,,,,,
57480,2016,04,02,prediction,-0.0053,,0.3821,,,,,,prediction,-0.06869,,,,,,,,,,,,
57481,2016,04,03,prediction,-0.0046,,0.3837,,,,,,prediction,-0.07060,,,,,,,,,,,,
57482,2016,04,04,prediction,-0.0040,,0.3853,,,,,,prediction,-0.07269,,,,,,,,,,,,
57483,2016,04,05,prediction,-0.0033,,0.3869,,,,,,prediction,-0.07497,,,,,,,,,,,,
57484,2016,04,06,prediction,-0.0026,,0.3885,,,,,,prediction,-0.07741,,,,,,,,,,,,
57485,2016,04,07,prediction,-0.0019,,0.3901,,,,,,prediction,-0.07993,,,,,,,,,,,,
57486,2016,04,08,prediction,-0.0011,,0.3917,,,,,,prediction,-0.08243,,,,,,,,,,,,
57487,2016,04,09,prediction,-0.0004,,0.3932,,,,,,prediction,-0.08481,,,,,,,,,,,,
57488,2016,04,10,prediction,0.0005,,0.3948,,,,,,prediction,-0.08702,,,,,,,,,,,,
57489,2016,04,11,prediction,0.0013,,0.3964,,,,,,prediction,-0.08905,,,,,,,,,,,,
57490,2016,04,12,prediction,0.0022,,0.3979,,,,,,prediction,-0.09092,,,,,,,,,,,,
57491,2016,04,13,prediction,0.0031,,0.3994,,,,,,prediction,-0.09269,,,,,,,,,,,,
57492,2016,04,14,prediction,0.0040,,0.4009,,,,,,prediction,-0.09442,,,,,,,,,,,,
57493,2016,04,15,prediction,0.0049,,0.4024,,,,,,prediction,-0.09615,,,,,,,,,,,,
57494,2016,04,16,prediction,0.0059,,0.4039,,,,,,prediction,-0.09790,,,,,,,,,,,,
