MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
57379,2015,12,23,,,,,,,,,,,,,,,rapid,-94.60,0.30,-9.55,0.01,-0.073,0.119,-0.196,0.010
57380,2015,12,24,,,,,,,,,,,,,,,rapid,-94.68,0.30,-9.72,0.01,-0.079,0.119,-0.172,0.010
57381,2015,12,25,,,,,,,,,,,,,,,rapid,-94.56,0.30,-9.64,0.01,-0.076,0.119,-0.151,0.010
57382,2015,12,26,,,,,,,,,,,,,,,rapid,-94.33,0.30,-9.37,0.15,-0.065,0.119,-0.113,0.150
57383,2015,12,27,,,,,,,,,,,,,,,rapid,-94.08,0.30,-9.16,0.03,-0.053,0.119,-0.079,0.030
57384,2015,12,28,,,,,,,,,,,,,,,rapid,-93.84,0.30,-9.17,0.03,-0.038,0.119,-0.056,0.030
57385,2015,12,29,,,,,,,,,,,,,,,rapid,-93.65,0.30,-9.34,0.03,-0.033,0.119,-0.036,0.030
57386,2015,12,30,,,,,,,,,,,,,,,rapid,-93.52,0.30,-9.50,0.03,-0.039,0.119,-0.022,0.030
57387,2015,12,31,,,,,,,,,,,,,,,rapid,-93.45,0.30,-9.52,0.03,-0.044,0.119,-0.003,0.030
57388,2016,01,01,,,,,,,,,,,,,,,rapid,-93.47,0.30,-9.45,0.03,-0.046,0.119,0.002,0.030
57389,2016,01,02,,,,,,,,,,,,,,,rapid,-93.58,0.30,-9.38,0.15,-0.049,0.119,0.006,0.150
57390,2016,01,03,,,,,,,,,,,,,,,rapid,-93.73,0.11,-9.36,0.02,-0.053,0.044,0.011,0.020
57391,2016,01,04,,,,,,,,,,,,,,,rapid,-93.87,0.11,-9.36,0.02,-0.062,0.044,-0.005,0.020
57392,2016,01,05,,,,,,,,,,,,,,,rapid,-93.97,0.11,-9.30,0.02,-0.071,0.044,-0.041,0.020
57402,2016,01,15,rapid,0.02823,.00009,0.27677,.00009,,,,,rapid,0.054618,0.000018,,,,,,,,,,,
57403,2016,01,16,rapid,0.02673,.00009,0.27808,.00009,,,,,rapid,0.052468,0.000020,,,,,,,,,,,
57404,2016,01,17,rapid,0.02508,.00009,0.27958,.00009,,,,,rapid,0.050404,0.000018,,,,,,,,,,,
57405,2016,01,18,rapid,0.02329,.00009,0.28131,.00009,,,,,rapid,0.048356,0.000018,,,,,,,,,,,
57406,2016,01,19,rapid,0.02131,.00009,0.28318,.00009,,,,,rapid,0.046404,0.000065,,,,,,,,,,,
57407,2016,01,20,rapid,0.01901,.00009,0.28495,.00009,,,,,rapid,0.044617,0.000065,,,,,,,,,,,
57408,2016,01,21,rapid,0.01642,.00010,0.28649,.00009,,,,,rapid,0.042938,0.000055,,,,,,,,,,,
57409,2016,01,22,prediction,0.0142,,0.2878,,,,,,prediction,0.04136,,,,,,,,,,,,
57410,2016,01,23,prediction,0.0121,,0.2889,,,,,,prediction,0.03979,,,,,,,,,,,,
57411,2016,01,24,prediction,0.0103,,0.2900,,,,,,prediction,0.03820,,,,,,,,,,,,
57412,2016,01,25,prediction,0.0089,,0.2912,,,,,,prediction,0.03663,,,,,,,,,,,,
57413,2016,01,26,prediction,0.0075,,0.2925,,,,,,prediction,0.03510,,,,,,,,,,,,
57414,2016,01,27,prediction,0.0063,,0.2939,,,,,,prediction,0.03363,,,,,,,,,,,,
57415,2016,01,28,prediction,0.0050,,0.2952,,,,,,prediction,0.03222,,,,,,,,,,,,
57416,2016,01,29,prediction,0.0038,,0.2966,,,,,,prediction,0.03084,,,,,,,,,,,,
57417,2016,01,30,prediction,0.0026,,0.2980,,,,,,prediction,0.02945,,,,,,,,,,,,
57418,2016,01,31,prediction,0.0014,,0.2994,,,,,,prediction,0.02799,,,,,,,,,,,,
57419,2016,02,01,prediction,0.0003,,0.3008,,,,,,prediction,0.02644,,,,,,,,,,,,
57420,2016,02,02,prediction,-0.0007,,0.3022,,,,,,prediction,0.02487,,,,,,,,,,,,
57421,2016,02,03,prediction,-0.0017,,0.3036,,,,,,prediction,0.02329,,,,,,,,,,,,
57422,2016,02,04,prediction,-0.0026,,0.3051,,,,,,prediction,0.02172,,,,,,,,,,,,
57423,2016,02,05,prediction,-0.0034,,0.3066,,,,,,prediction,0.02014,,,,,,,,,,,,
57424,2016,02,06,prediction,-0.0042,,0.3082,,,,,,prediction,0.01851,,,,,,,,,,,,
57425,2016,02,07,prediction,-0.0051,,0.3098,,,,,,prediction,0.01675,,,,,,,,,,,,
57426,2016,02,08,prediction,-0.0059,,0.3114,,,,,,prediction,0.01481,,,,,,,,,,,,
57427,2016,02,09,prediction,-0.0068,,0.3131,,,,,,prediction,0.01266,,,,,,,,,,,,
57428,2016,02,10,prediction,-0.0076,,0.3147,,,,,,prediction,0.01029,,,,,,,,,,,,
57429,2016,02,11,prediction,-0.0083,,0.3163,,,,,,prediction,0.00777,,,,,,,,,,,,
57430,2016,02,12,prediction,-0.0090,,0.3179,,,,,,prediction,0.00519,,,,,,,,,,,,
57431,2016,02,13,prediction,-0.0097,,0.3195,,,,,,prediction,0.00264,,,,,,,,,,,,
57432,2016,02,14,prediction,-0.0103,,0.3211,,,,,,prediction,0.00021,,,,,,,,,,,,
57433,2016,02,15,prediction,-0.0109,,0.3228,,,,,,prediction,-0.00206,,,,,,,,,,,,
57434,2016,02,16,prediction,-0.0115,,0.3245,,,,,,prediction,-0.00414,,,,,,,,,,,,
57435,2016,02,17,prediction,-0.0121,,0.3261,,,,,,prediction,-0.00608,,,,,,,,,,,,
57436,2016,02,18,prediction,-0.0126,,0.3278,,,,,,prediction,-0.00791,,,,,,,,,,,,
57437,2016,02,19,prediction,-0.0131,,0.3295,,,,,,prediction,-0.00970,,,,,,,,,,,,
57438,2016,02,20,prediction,-0.0135,,0.3312,,,,,,prediction,-0.01149,,,,,,,,,,,,
57439,2016,02,21,prediction,-0.0139,,0.3329,,,,,,prediction,-0.01331,,,,,,,,,,,,
57440,2016,02,22,prediction,-0.0143,,0.3346,,,,,,prediction,-0.01518,,,,,,,,,,,,
57441,2016,02,23,prediction,-0.0147,,0.3363,,,,,,prediction,-0.01712,,,,,,,,,,,,
57442,2016,02,24,prediction,-0.0150,,0.3380,,,,,,prediction,-0.01910,,,,,,,,,,,,
57443,2016,02,25,prediction,-0.0153,,0.3397,,,,,,prediction,-0.02111,,,,,,,,,,,,
57444,2016,02,26,prediction,-0.0155,,0.3414,,,,,,prediction,-0.02311,,,,,,,,,,,,
57445,2016,02,27,prediction,-0.0157,,0.3432,,,,,,prediction,-0.02508,,,,,,,,,,,,
57446,2016,02,28,prediction,-0.0159,,0.3449,,,,,,prediction,-0.02700,,,,,,,,,,,,
57447,2016,02,29,prediction,-0.0161,,0.3466,,,,,,prediction,-0.02885,,,,,,,,,,,,
