MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
57337,2015,11,11,,,,,,,,,,,,,,,rapid,-95.84,0.11,-10.87,0.03,-0.021,0.044,-0.140,0.030
57338,2015,11,12,,,,,,,,,,,,,,,rapid,-95.87,0.11,-10.86,0.03,-0.025,0.044,-0.132,0.030
57339,2015,11,13,,,,,,,,,,,,,,,rapid,-95.84,0.11,-10.90,0.03,-0.018,0.044,-0.137,0.030
57340,2015,11,14,,,,,,,,,,,,,,,rapid,-95.69,0.30,-10.97,0.15,-0.003,0.119,-0.147,0.150
57341,2015,11,15,,,,,,,,,,,,,,,rapid,-95.51,0.30,-11.05,0.02,0.008,0.119,-0.158,0.020
57342,2015,11,16,,,,,,,,,,,,,,,rapid,-95.43,0.30,-11.07,0.02,0.016,0.119,-0.141,0.020
57343,2015,11,17,,,,,,,,,,,,,,,rapid,-95.46,0.30,-11.03,0.02,0.022,0.119,-0.127,0.020
57344,2015,11,18,,,,,,,,,,,,,,,rapid,-95.46,0.30,-10.94,0.02,0.031,0.119,-0.130,0.020
57345,2015,11,19,,,,,,,,,,,,,,,rapid,-95.34,0.30,-10.78,0.02,0.037,0.119,-0.116,0.020
57346,2015,11,20,,,,,,,,,,,,,,,rapid,-95.15,0.30,-10.54,0.02,0.035,0.119,-0.088,0.020
57347,2015,11,21,,,,,,,,,,,,,,,rapid,-94.98,0.30,-10.24,0.15,0.042,0.119,-0.075,0.150
57348,2015,11,22,,,,,,,,,,,,,,,rapid,-94.94,0.30,-9.95,0.15,0.043,0.119,-0.066,0.150
57349,2015,11,23,,,,,,,,,,,,,,,rapid,-94.99,0.30,-9.85,0.15,0.040,0.119,-0.068,0.150
57350,2015,11,24,,,,,,,,,,,,,,,rapid,-95.03,0.30,-9.99,0.15,0.034,0.119,-0.049,0.150
57374,2015,12,18,rapid,0.08199,.00009,0.25017,.00009,,,,,rapid,0.105399,0.000013,,,,,,,,,,,
57375,2015,12,19,rapid,0.08016,.00009,0.25068,.00009,,,,,rapid,0.103506,0.000016,,,,,,,,,,,
57376,2015,12,20,rapid,0.07807,.00009,0.25109,.00009,,,,,rapid,0.101498,0.000016,,,,,,,,,,,
57377,2015,12,21,rapid,0.07581,.00009,0.25138,.00009,,,,,rapid,0.099515,0.000015,,,,,,,,,,,
57378,2015,12,22,rapid,0.07352,.00009,0.25154,.00009,,,,,rapid,0.097652,0.000015,,,,,,,,,,,
57379,2015,12,23,rapid,0.07132,.00009,0.25170,.00009,,,,,rapid,0.095883,0.000065,,,,,,,,,,,
57380,2015,12,24,rapid,0.06911,.00009,0.25210,.00009,,,,,rapid,0.094313,0.000055,,,,,,,,,,,
57381,2015,12,25,prediction,0.0670,,0.2525,,,,,,prediction,0.09285,,,,,,,,,,,,
