MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
58740,2019,09,14,,,,,,,,,,,,,,,rapid,-117.18,0.33,-10.28,0.11,-0.086,0.132,0.107,0.115
58741,2019,09,15,,,,,,,,,,,,,,,rapid,-117.07,0.21,-10.12,0.13,-0.067,0.083,0.112,0.134
58742,2019,09,16,,,,,,,,,,,,,,,rapid,-116.88,0.21,-10.12,0.13,-0.038,0.083,0.117,0.134
58743,2019,09,17,,,,,,,,,,,,,,,rapid,-116.63,0.03,-10.17,0.15,-0.010,0.012,0.121,0.149
58744,2019,09,18,,,,,,,,,,,,,,,rapid,-116.43,0.06,-10.19,0.14,0.006,0.025,0.125,0.143
58745,2019,09,19,,,,,,,,,,,,,,,rapid,-116.48,0.06,-10.21,0.14,0.010,0.025,0.130,0.143
58746,2019,09,20,,,,,,,,,,,,,,,rapid,-116.82,0.06,-10.32,0.14,0.008,0.025,0.135,0.143
58753,2019,09,27,rapid,0.19952,.00009,0.31628,.00009,,,,,rapid,-0.151241,0.000017,,,,,,,,,,,
58754,2019,09,28,rapid,0.19912,.00009,0.31549,.00009,,,,,rapid,-0.151822,0.000022,,,,,,,,,,,
58755,2019,09,29,rapid,0.19893,.00009,0.31456,.00009,,,,,rapid,-0.152508,0.000023,,,,,,,,,,,
58756,2019,09,30,rapid,0.19877,.00009,0.31341,.00009,,,,,rapid,-0.153199,0.000034,,,,,,,,,,,
58757,2019,10,01,rapid,0.19833,.00009,0.31217,.00009,,,,,rapid,-0.153752,0.000036,,,,,,,,,,,
58758,2019,10,02,rapid,0.19753,.00009,0.31103,.00009,,,,,rapid,-0.154001,0.000035,,,,,,,,,,,
58759,2019,10,03,rapid,0.19653,.00009,0.31000,.00009,,,,,rapid,-0.153946,0.000039,,,,,,,,,,,
58760,2019,10,04,prediction,0.1955,,0.3090,,,,,,prediction,-0.15370,,,,,,,,,,,,
58761,2019,10,05,prediction,0.1944,,0.3079,,,,,,prediction,-0.15333,,,,,,,,,,,,
58762,2019,10,06,prediction,0.1934,,0.3069,,,,,,prediction,-0.15290,,,,,,,,,,,,
58763,2019,10,07,prediction,0.1925,,0.3058,,,,,,prediction,-0.15248,,,,,,,,,,,,
58764,2019,10,08,prediction,0.1915,,0.3048,,,,,,prediction,-0.15213,,,,,,,,,,,,
58765,2019,10,09,prediction,0.1906,,0.3038,,,,,,prediction,-0.15188,,,,,,,,,,,,
58766,2019,10,10,prediction,0.1896,,0.3029,,,,,,prediction,-0.15176,,,,,,,,,,,,
58767,2019,10,11,prediction,0.1886,,0.3020,,,,,,prediction,-0.15176,,,,,,,,,,,,
58768,2019,10,12,prediction,0.1875,,0.3011,,,,,,prediction,-0.15186,,,,,,,,,,,,
58769,2019,10,13,prediction,0.1865,,0.3002,,,,,,prediction,-0.15205,,,,,,,,,,,,
58770,2019,10,14,prediction,0.1854,,0.2993,,,,,,prediction,-0.15225,,,,,,,,,,,,
58771,2019,10,15,prediction,0.1843,,0.2984,,,,,,prediction,-0.15243,,,,,,,,,,,,
58772,2019,10,16,prediction,0.1832,,0.2975,,,,,,prediction,-0.15253,,,,,,,,,,,,
58773,2019,10,17,prediction,0.1821,,0.2966,,,,,,prediction,-0.15258,,,,,,,,,,,,
58774,2019,10,18,prediction,0.1809,,0.2958,,,,,,prediction,-0.15255,,,,,,,,,,,,
58775,2019,10,19,prediction,0.1798,,0.2950,,,,,,prediction,-0.15246,,,,,,,,,,,,
58776,2019,10,20,prediction,0.1786,,0.2942,,,,,,prediction,-0.15230,,,,,,,,,,,,
58777,2019,10,21,prediction,0.1774,,0.2934,,,,,,prediction,-0.15214,,,,,,,,,,,,
58778,2019,10,22,prediction,0.1761,,0.2927,,,,,,prediction,-0.15206,,,,,,,,,,,,
58779,2019,10,23,prediction,0.1749,,0.2919,,,,,,prediction,-0.15215,,,,,,,,,,,,
58780,2019,10,24,prediction,0.1736,,0.2912,,,,,,prediction,-0.15249,,,,,,,,,,,,
58781,2019,10,25,prediction,0.1724,,0.2905,,,,,,prediction,-0.15310,,,,,,,,,,,,
58782,2019,10,26,prediction,0.1711,,0.2898,,,,,,prediction,-0.15394,,,,,,,,,,,,
58783,2019,10,27,prediction,0.1698,,0.2892,,,,,,prediction,-0.15490,,,,,,,,,,,,
58784,2019,10,28,prediction,0.1685,,0.2885,,,,,,prediction,-0.15585,,,,,,,,,,,,
58785,2019,10,29,prediction,0.1671,,0.2879,,,,,,prediction,-0.15669,,,,,,,,,,,,
58786,2019,10,30,prediction,0.1658,,0.2873,,,,,,prediction,-0.15733,,,,,,,,,,,,
58787,2019,10,31,prediction,0.1644,,0.2868,,,,,,prediction,-0.15776,,,,,,,,,,,,
58788,2019,11,01,prediction,0.1630,,0.2862,,,,,,prediction,-0.15801,,,,,,,,,,,,
58789,2019,11,02,prediction,0.1616,,0.2857,,,,,,prediction,-0.15815,,,,,,,,,,,,
58790,2019,11,03,prediction,0.1602,,0.2852,,,,,,prediction,-0.15826,,,,,,,,,,,,
58791,2019,11,04,prediction,0.1588,,0.2847,,,,,,prediction,-0.15840,,,,,,,,,,,,
58792,2019,11,05,prediction,0.1574,,0.2842,,,,,,prediction,-0.15863,,,,,,,,,,,,
58793,2019,11,06,prediction,0.1560,,0.2838,,,,,,prediction,-0.15896,,,,,,,,,,,,
58794,2019,11,07,prediction,0.1545,,0.2833,,,,,,prediction,-0.15941,,,,,,,,,,,,
58795,2019,11,08,prediction,0.1531,,0.2829,,,,,,prediction,-0.15997,,,,,,,,,,,,
58796,2019,11,09,prediction,0.1516,,0.2826,,,,,,prediction,-0.16063,,,,,,,,,,,,
58797,2019,11,10,prediction,0.1501,,0.2822,,,,,,prediction,-0.16134,,,,,,,,,,,,
58798,2019,11,11,prediction,0.1486,,0.2819,,,,,,prediction,-0.16206,,,,,,,,,,,,
58799,2019,11,12,prediction,0.1471,,0.2816,,,,,,prediction,-0.16275,,,,,,,,,,,,
58800,2019,11,13,prediction,0.1456,,0.2813,,,,,,prediction,-0.16335,,,,,,,,,,,,
58801,2019,11,14,prediction,0.1441,,0.2810,,,,,,prediction,-0.16385,,,,,,,,,,,,
58802,2019,11,15,prediction,0.1426,,0.2808,,,,,,prediction,-0.16423,,,,,,,,,,,,
58803,2019,11,16,prediction,0.1411,,0.2806,,,,,,prediction,-0.16452,,,,,,,,,,,,
58804,2019,11,17,prediction,0.1395,,0.2804,,,,,,prediction,-0.16479,,,,,,,,,,,,
58805,2019,11,18,prediction,0.1380,,0.2802,,,,,,prediction,-0.16510,,,,,,,,,,,,
58806,2019,11,19,prediction,0.1365,,0.2801,,,,,,prediction,-0.16554,,,,,,,,,,,,
58807,2019,11,20,prediction,0.1349,,0.2800,,,,,,prediction,-0.16617,,,,,,,,,,,,
58808,2019,11,21,prediction,0.1334,,0.2799,,,,,,prediction,-0.16701,,,,,,,,,,,,
58809,2019,11,22,prediction,0.1318,,0.2798,,,,,,prediction,-0.16804,,,,,,,,,,,,
58810,2019,11,23,prediction,0.1303,,0.2798,,,,,,prediction,-0.16920,,,,,,,,,,,,
58811,2019,11,24,prediction,0.1287,,0.2798,,,,,,prediction,-0.17036,,,,,,,,,,,,
58812,2019,11,25,prediction,0.1271,,0.2798,,,,,,prediction,-0.17142,,,,,,,,,,,,
58813,2019,11,26,prediction,0.1256,,0.2798,,,,,,prediction,-0.17229,,,,,,,,,,,,
58814,2019,11,27,prediction,0.1240,,0.2798,,,,,,prediction,-0.17293,,,,,,,,,,,,
58815,2019,11,28,prediction,0.1224,,0.2799,,,,,,prediction,-0.17336,,,,,,,,,,,,
58816,2019,11,29,prediction,0.1209,,0.2800,,,,,,prediction,-0.17364,,,,,,,,,,,,
58817,2019,11,30,prediction,0.1193,,0.2801,,,,,,prediction,-0.17383,,,,,,,,,,,,
58818,2019,12,01,prediction,0.1177,,0.2803,,,,,,prediction,-0.17401,,,,,,,,,,,,
58819,2019,12,02,prediction,0.1162,,0.2805,,,,,,prediction,-0.17424,,,,,,,,,,,,
58820,2019,12,03,prediction,0.1146,,0.2807,,,,,,prediction,-0.17457,,,,,,,,,,,,
58821,2019,12,04,prediction,0.1130,,0.2809,,,,,,prediction,-0.17500,,,,,,,,,,,,
58822,2019,12,05,prediction,0.1115,,0.2812,,,,,,prediction,-0.17554,,,,,,,,,,,,
58823,2019,12,06,prediction,0.1099,,0.2814,,,,,,prediction,-0.17618,,,,,,,,,,,,
58824,2019,12,07,prediction,0.1084,,0.2817,,,,,,prediction,-0.17689,,,,,,,,,,,,
58825,2019,12,08,prediction,0.1068,,0.2820,,,,,,prediction,-0.17761,,,,,,,,,,,,
58826,2019,12,09,prediction,0.1053,,0.2824,,,,,,prediction,-0.17832,,,,,,,,,,,,
58827,2019,12,10,prediction,0.1037,,0.2828,,,,,,prediction,-0.17895,,,,,,,,,,,,
58828,2019,12,11,prediction,0.1022,,0.2832,,,,,,prediction,-0.17948,,,,,,,,,,,,
58829,2019,12,12,prediction,0.1007,,0.2836,,,,,,prediction,-0.17989,,,,,,,,,,,,
58830,2019,12,13,prediction,0.0992,,0.2840,,,,,,prediction,-0.18019,,,,,,,,,,,,
58831,2019,12,14,prediction,0.0976,,0.2845,,,,,,prediction,-0.18043,,,,,,,,,,,,
58832,2019,12,15,prediction,0.0961,,0.2850,,,,,,prediction,-0.18070,,,,,,,,,,,,
58833,2019,12,16,prediction,0.0946,,0.2855,,,,,,prediction,-0.18108,,,,,,,,,,,,
58834,2019,12,17,prediction,0.0932,,0.2860,,,,,,prediction,-0.18163,,,,,,,,,,,,
58835,2019,12,18,prediction,0.0917,,0.2866,,,,,,prediction,-0.18238,,,,,,,,,,,,
58836,2019,12,19,prediction,0.0902,,0.2872,,,,,,prediction,-0.18331,,,,,,,,,,,,
58837,2019,12,20,prediction,0.0887,,0.2878,,,,,,prediction,-0.18436,,,,,,,,,,,,
58838,2019,12,21,prediction,0.0873,,0.2884,,,,,,prediction,-0.18544,,,,,,,,,,,,
58839,2019,12,22,prediction,0.0858,,0.2890,,,,,,prediction,-0.18645,,,,,,,,,,,,
58840,2019,12,23,prediction,0.0844,,0.2897,,,,,,prediction,-0.18731,,,,,,,,,,,,
58841,2019,12,24,prediction,0.0830,,0.2904,,,,,,prediction,-0.18797,,,,,,,,,,,,
58842,2019,12,25,prediction,0.0816,,0.2911,,,,,,prediction,-0.18844,,,,,,,,,,,,
58843,2019,12,26,prediction,0.0802,,0.2919,,,,,,prediction,-0.18873,,,,,,,,,,,,
58844,2019,12,27,prediction,0.0788,,0.2926,,,,,,prediction,-0.18893,,,,,,,,,,,,
