MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
59384,2021,06,19,,,,,,,,,,,,,,,rapid,-109.17,0.50,-9.92,0.23,0.207,0.200,-0.217,0.231
59385,2021,06,20,,,,,,,,,,,,,,,rapid,-109.69,0.51,-9.71,0.22,0.202,0.204,-0.217,0.217
59386,2021,06,21,,,,,,,,,,,,,,,rapid,-110.45,0.51,-9.46,0.22,0.200,0.204,-0.212,0.217
59387,2021,06,22,,,,,,,,,,,,,,,rapid,-111.24,0.58,-9.34,0.13,0.200,0.233,-0.203,0.127
59397,2021,07,02,rapid,0.20696,.00009,0.41814,.00009,,,,,rapid,-0.166710,0.000015,,,,,,,,,,,
59398,2021,07,03,rapid,0.20906,.00009,0.41696,.00009,,,,,rapid,-0.165982,0.000016,,,,,,,,,,,
59399,2021,07,04,rapid,0.21127,.00009,0.41588,.00009,,,,,rapid,-0.165172,0.000017,,,,,,,,,,,
59400,2021,07,05,rapid,0.21345,.00009,0.41495,.00009,,,,,rapid,-0.164192,0.000021,,,,,,,,,,,
59401,2021,07,06,rapid,0.21571,.00009,0.41405,.00009,,,,,rapid,-0.163029,0.000022,,,,,,,,,,,
59402,2021,07,07,rapid,0.21804,.00009,0.41312,.00009,,,,,rapid,-0.161778,0.000024,,,,,,,,,,,
59403,2021,07,08,rapid,0.22023,.00009,0.41215,.00009,,,,,rapid,-0.160456,0.000027,,,,,,,,,,,
59404,2021,07,09,prediction,0.2221,,0.4111,,,,,,prediction,-0.15906,,,,,,,,,,,,
59405,2021,07,10,prediction,0.2236,,0.4101,,,,,,prediction,-0.15763,,,,,,,,,,,,
59406,2021,07,11,prediction,0.2251,,0.4090,,,,,,prediction,-0.15628,,,,,,,,,,,,
