MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
59654,2022,03,16,,,,,,,,,,,,,,,rapid,-106.91,0.63,-8.16,0.10,0.251,0.251,-0.078,0.098
59655,2022,03,17,,,,,,,,,,,,,,,rapid,-106.93,0.63,-8.02,0.10,0.254,0.251,-0.092,0.098
59656,2022,03,18,,,,,,,,,,,,,,,rapid,-106.88,0.63,-7.89,0.10,0.259,0.251,-0.104,0.098
59657,2022,03,19,,,,,,,,,,,,,,,rapid,-106.87,0.70,-7.84,0.16,0.261,0.280,-0.109,0.163
59658,2022,03,20,,,,,,,,,,,,,,,rapid,-107.03,0.70,-7.88,0.16,0.258,0.280,-0.107,0.163
59659,2022,03,21,,,,,,,,,,,,,,,rapid,-107.37,0.60,-7.97,0.11,0.251,0.238,-0.102,0.109
59660,2022,03,22,,,,,,,,,,,,,,,rapid,-107.76,0.55,-8.06,0.07,0.241,0.219,-0.094,0.070
59661,2022,03,23,,,,,,,,,,,,,,,rapid,-108.02,0.52,-8.10,0.08,0.230,0.205,-0.087,0.075
59662,2022,03,24,,,,,,,,,,,,,,,rapid,-108.02,0.52,-8.13,0.08,0.218,0.205,-0.082,0.075
59663,2022,03,25,,,,,,,,,,,,,,,rapid,-107.74,0.52,-8.17,0.08,0.212,0.205,-0.080,0.075
59664,2022,03,26,,,,,,,,,,,,,,,rapid,-107.27,0.52,-8.24,0.08,0.214,0.205,-0.078,0.075
59665,2022,03,27,,,,,,,,,,,,,,,rapid,-106.76,0.55,-8.31,0.08,0.226,0.218,-0.077,0.083
59666,2022,03,28,,,,,,,,,,,,,,,rapid,-106.38,0.55,-8.37,0.08,0.245,0.218,-0.076,0.083
59667,2022,03,29,,,,,,,,,,,,,,,rapid,-106.19,0.77,-8.40,0.08,0.267,0.304,-0.075,0.084
59670,2022,04,01,rapid,0.04339,.00009,0.42686,.00009,,,,,rapid,-0.099520,0.000010,,,,,,,,,,,
59671,2022,04,02,rapid,0.04362,.00009,0.42890,.00009,,,,,rapid,-0.099793,0.000018,,,,,,,,,,,
59672,2022,04,03,rapid,0.04435,.00009,0.43106,.00009,,,,,rapid,-0.100010,0.000016,,,,,,,,,,,
59673,2022,04,04,rapid,0.04508,.00009,0.43356,.00009,,,,,rapid,-0.100062,0.000012,,,,,,,,,,,
59674,2022,04,05,rapid,0.04564,.00009,0.43608,.00009,,,,,rapid,-0.099943,0.000012,,,,,,,,,,,
59675,2022,04,06,rapid,0.04646,.00009,0.43824,.00009,,,,,rapid,-0.099580,0.000010,,,,,,,,,,,
59676,2022,04,07,rapid,0.04768,.00009,0.44011,.00009,,,,,rapid,-0.099048,0.000055,,,,,,,,,,,
59677,2022,04,08,prediction,0.0490,,0.4418,,,,,,prediction,-0.09846,,,,,,,,,,,,
59678,2022,04,09,prediction,0.0505,,0.4434,,,,,,prediction,-0.09786,,,,,,,,,,,,
59679,2022,04,10,prediction,0.0521,,0.4450,,,,,,prediction,-0.09727,,,,,,,,,,,,
59680,2022,04,11,prediction,0.0536,,0.4464,,,,,,prediction,-0.09677,,,,,,,,,,,,
59681,2022,04,12,prediction,0.0552,,0.4478,,,,,,prediction,-0.09642,,,,,,,,,,,,
59682,2022,04,13,prediction,0.0566,,0.4492,,,,,,prediction,-0.09629,,,,,,,,,,,,
59683,2022,04,14,prediction,0.0581,,0.4504,,,,,,prediction,-0.09641,,,,,,,,,,,,
59684,2022,04,15,prediction,0.0595,,0.4516,,,,,,prediction,-0.09675,,,,,,,,,,,,
59685,2022,04,16,prediction,0.0610,,0.4527,,,,,,prediction,-0.09720,,,,,,,,,,,,
59686,2022,04,17,prediction,0.0624,,0.4539,,,,,,prediction,-0.09763,,,,,,,,,,,,
59687,2022,04,18,prediction,0.0640,,0.4550,,,,,,prediction,-0.09794,,,,,,,,,,,,
59688,2022,04,19,prediction,0.0655,,0.4562,,,,,,prediction,-0.09802,,,,,,,,,,,,
59689,2022,04,20,prediction,0.0672,,0.4573,,,,,,prediction,-0.09782,,,,,,,,,,,,
59690,2022,04,21,prediction,0.0688,,0.4583,,,,,,prediction,-0.09739,,,,,,,,,,,,
59691,2022,04,22,prediction,0.0705,,0.4593,,,,,,prediction,-0.09682,,,,,,,,,,,,
59692,2022,04,23,prediction,0.0723,,0.4602,,,,,,prediction,-0.09623,,,,,,,,,,,,
59693,2022,04,24,prediction,0.0740,,0.4611,,,,,,prediction,-0.09574,,,,,,,,,,,,
59694,2022,04,25,prediction,0.0758,,0.4620,,,,,,prediction,-0.09542,,,,,,,,,,,,
59695,2022,04,26,prediction,0.0776,,0.4628,,,,,,prediction,-0.09530,,,,,,,,,,,,
59696,2022,04,27,prediction,0.0794,,0.4636,,,,,,prediction,-0.09534,,,,,,,,,,,,
59697,2022,04,28,prediction,0.0811,,0.4644,,,,,,prediction,-0.09546,,,,,,,,,,,,
59698,2022,04,29,prediction,0.0829,,0.4652,,,,,,prediction,-0.09557,,,,,,,,,,,,
59699,2022,04,30,prediction,0.0847,,0.4660,,,,,,prediction,-0.09557,,,,,,,,,,,,
59700,2022,05,01,prediction,0.0865,,0.4667,,,,,,prediction,-0.09540,,,,,,,,,,,,
59701,2022,05,02,prediction,0.0883,,0.4674,,,,,,prediction,-0.09502,,,,,,,,,,,,
59702,2022,05,03,prediction,0.0902,,0.4681,,,,,,prediction,-0.09444,,,,,,,,,,,,
59703,2022,05,04,prediction,0.0920,,0.4688,,,,,,prediction,-0.09368,,,,,,,,,,,,
59704,2022,05,05,prediction,0.0939,,0.4694,,,,,,prediction,-0.09278,,,,,,,,,,,,
59705,2022,05,06,prediction,0.0958,,0.4700,,,,,,prediction,-0.09181,,,,,,,,,,,,
59706,2022,05,07,prediction,0.0977,,0.4706,,,,,,prediction,-0.09086,,,,,,,,,,,,
59707,2022,05,08,prediction,0.0997,,0.4712,,,,,,prediction,-0.08998,,,,,,,,,,,,
59708,2022,05,09,prediction,0.1016,,0.4717,,,,,,prediction,-0.08926,,,,,,,,,,,,
59709,2022,05,10,prediction,0.1035,,0.4723,,,,,,prediction,-0.08873,,,,,,,,,,,,
59710,2022,05,11,prediction,0.1055,,0.4727,,,,,,prediction,-0.08843,,,,,,,,,,,,
59711,2022,05,12,prediction,0.1075,,0.4732,,,,,,prediction,-0.08834,,,,,,,,,,,,
59712,2022,05,13,prediction,0.1095,,0.4736,,,,,,prediction,-0.08842,,,,,,,,,,,,
59713,2022,05,14,prediction,0.1114,,0.4740,,,,,,prediction,-0.08857,,,,,,,,,,,,
59714,2022,05,15,prediction,0.1134,,0.4744,,,,,,prediction,-0.08864,,,,,,,,,,,,
59715,2022,05,16,prediction,0.1154,,0.4747,,,,,,prediction,-0.08852,,,,,,,,,,,,
59716,2022,05,17,prediction,0.1174,,0.4751,,,,,,prediction,-0.08812,,,,,,,,,,,,
59717,2022,05,18,prediction,0.1194,,0.4754,,,,,,prediction,-0.08745,,,,,,,,,,,,
59718,2022,05,19,prediction,0.1215,,0.4756,,,,,,prediction,-0.08662,,,,,,,,,,,,
59719,2022,05,20,prediction,0.1235,,0.4758,,,,,,prediction,-0.08573,,,,,,,,,,,,
59720,2022,05,21,prediction,0.1255,,0.4760,,,,,,prediction,-0.08493,,,,,,,,,,,,
59721,2022,05,22,prediction,0.1276,,0.4762,,,,,,prediction,-0.08429,,,,,,,,,,,,
59722,2022,05,23,prediction,0.1296,,0.4763,,,,,,prediction,-0.08384,,,,,,,,,,,,
59723,2022,05,24,prediction,0.1317,,0.4765,,,,,,prediction,-0.08355,,,,,,,,,,,,
59724,2022,05,25,prediction,0.1337,,0.4765,,,,,,prediction,-0.08335,,,,,,,,,,,,
59725,2022,05,26,prediction,0.1358,,0.4766,,,,,,prediction,-0.08315,,,,,,,,,,,,
59726,2022,05,27,prediction,0.1378,,0.4766,,,,,,prediction,-0.08287,,,,,,,,,,,,
59727,2022,05,28,prediction,0.1399,,0.4766,,,,,,prediction,-0.08246,,,,,,,,,,,,
59728,2022,05,29,prediction,0.1419,,0.4765,,,,,,prediction,-0.08186,,,,,,,,,,,,
59729,2022,05,30,prediction,0.1440,,0.4765,,,,,,prediction,-0.08107,,,,,,,,,,,,
59730,2022,05,31,prediction,0.1461,,0.4763,,,,,,prediction,-0.08008,,,,,,,,,,,,
59731,2022,06,01,prediction,0.1481,,0.4762,,,,,,prediction,-0.07896,,,,,,,,,,,,
59732,2022,06,02,prediction,0.1502,,0.4760,,,,,,prediction,-0.07774,,,,,,,,,,,,
59733,2022,06,03,prediction,0.1522,,0.4758,,,,,,prediction,-0.07652,,,,,,,,,,,,
59734,2022,06,04,prediction,0.1543,,0.4756,,,,,,prediction,-0.07535,,,,,,,,,,,,
59735,2022,06,05,prediction,0.1563,,0.4754,,,,,,prediction,-0.07431,,,,,,,,,,,,
59736,2022,06,06,prediction,0.1584,,0.4751,,,,,,prediction,-0.07343,,,,,,,,,,,,
59737,2022,06,07,prediction,0.1604,,0.4747,,,,,,prediction,-0.07276,,,,,,,,,,,,
59738,2022,06,08,prediction,0.1624,,0.4744,,,,,,prediction,-0.07230,,,,,,,,,,,,
59739,2022,06,09,prediction,0.1645,,0.4740,,,,,,prediction,-0.07201,,,,,,,,,,,,
59740,2022,06,10,prediction,0.1665,,0.4736,,,,,,prediction,-0.07183,,,,,,,,,,,,
59741,2022,06,11,prediction,0.1685,,0.4732,,,,,,prediction,-0.07166,,,,,,,,,,,,
59742,2022,06,12,prediction,0.1705,,0.4727,,,,,,prediction,-0.07136,,,,,,,,,,,,
59743,2022,06,13,prediction,0.1725,,0.4722,,,,,,prediction,-0.07084,,,,,,,,,,,,
59744,2022,06,14,prediction,0.1745,,0.4717,,,,,,prediction,-0.07006,,,,,,,,,,,,
59745,2022,06,15,prediction,0.1765,,0.4711,,,,,,prediction,-0.06907,,,,,,,,,,,,
59746,2022,06,16,prediction,0.1785,,0.4705,,,,,,prediction,-0.06799,,,,,,,,,,,,
59747,2022,06,17,prediction,0.1804,,0.4699,,,,,,prediction,-0.06696,,,,,,,,,,,,
59748,2022,06,18,prediction,0.1824,,0.4692,,,,,,prediction,-0.06609,,,,,,,,,,,,
59749,2022,06,19,prediction,0.1843,,0.4686,,,,,,prediction,-0.06542,,,,,,,,,,,,
59750,2022,06,20,prediction,0.1863,,0.4679,,,,,,prediction,-0.06492,,,,,,,,,,,,
59751,2022,06,21,prediction,0.1882,,0.4671,,,,,,prediction,-0.06452,,,,,,,,,,,,
59752,2022,06,22,prediction,0.1901,,0.4664,,,,,,prediction,-0.06413,,,,,,,,,,,,
59753,2022,06,23,prediction,0.1920,,0.4656,,,,,,prediction,-0.06365,,,,,,,,,,,,
59754,2022,06,24,prediction,0.1939,,0.4647,,,,,,prediction,-0.06302,,,,,,,,,,,,
59755,2022,06,25,prediction,0.1957,,0.4639,,,,,,prediction,-0.06220,,,,,,,,,,,,
59756,2022,06,26,prediction,0.1976,,0.4630,,,,,,prediction,-0.06118,,,,,,,,,,,,
59757,2022,06,27,prediction,0.1994,,0.4621,,,,,,prediction,-0.05996,,,,,,,,,,,,
59758,2022,06,28,prediction,0.2012,,0.4612,,,,,,prediction,-0.05857,,,,,,,,,,,,
59759,2022,06,29,prediction,0.2030,,0.4602,,,,,,prediction,-0.05707,,,,,,,,,,,,
59760,2022,06,30,prediction,0.2048,,0.4592,,,,,,prediction,-0.05553,,,,,,,,,,,,
59761,2022,07,01,prediction,0.2066,,0.4582,,,,,,prediction,-0.05402,,,,,,,,,,,,
59762,2022,07,02,prediction,0.2084,,0.4572,,,,,,prediction,-0.05261,,,,,,,,,,,,
59763,2022,07,03,prediction,0.2101,,0.4561,,,,,,prediction,-0.05135,,,,,,,,,,,,
59764,2022,07,04,prediction,0.2118,,0.4550,,,,,,prediction,-0.05028,,,,,,,,,,,,
59765,2022,07,05,prediction,0.2135,,0.4539,,,,,,prediction,-0.04939,,,,,,,,,,,,
59766,2022,07,06,prediction,0.2152,,0.4528,,,,,,prediction,-0.04867,,,,,,,,,,,,
59767,2022,07,07,prediction,0.2168,,0.4516,,,,,,prediction,-0.04807,,,,,,,,,,,,
59768,2022,07,08,prediction,0.2185,,0.4504,,,,,,prediction,-0.04750,,,,,,,,,,,,
59769,2022,07,09,prediction,0.2201,,0.4492,,,,,,prediction,-0.04685,,,,,,,,,,,,
59770,2022,07,10,prediction,0.2217,,0.4479,,,,,,prediction,-0.04603,,,,,,,,,,,,
59771,2022,07,11,prediction,0.2233,,0.4467,,,,,,prediction,-0.04498,,,,,,,,,,,,
59772,2022,07,12,prediction,0.2248,,0.4454,,,,,,prediction,-0.04370,,,,,,,,,,,,
59773,2022,07,13,prediction,0.2264,,0.4441,,,,,,prediction,-0.04230,,,,,,,,,,,,
59774,2022,07,14,prediction,0.2279,,0.4427,,,,,,prediction,-0.04090,,,,,,,,,,,,
59775,2022,07,15,prediction,0.2293,,0.4414,,,,,,prediction,-0.03965,,,,,,,,,,,,
59776,2022,07,16,prediction,0.2308,,0.4400,,,,,,prediction,-0.03862,,,,,,,,,,,,
59777,2022,07,17,prediction,0.2322,,0.4386,,,,,,prediction,-0.03782,,,,,,,,,,,,
59778,2022,07,18,prediction,0.2336,,0.4372,,,,,,prediction,-0.03718,,,,,,,,,,,,
59779,2022,07,19,prediction,0.2350,,0.4357,,,,,,prediction,-0.03659,,,,,,,,,,,,
59780,2022,07,20,prediction,0.2364,,0.4343,,,,,,prediction,-0.03594,,,,,,,,,,,,
59781,2022,07,21,prediction,0.2377,,0.4328,,,,,,prediction,-0.03515,,,,,,,,,,,,
59782,2022,07,22,prediction,0.2390,,0.4313,,,,,,prediction,-0.03416,,,,,,,,,,,,
59783,2022,07,23,prediction,0.2403,,0.4298,,,,,,prediction,-0.03298,,,,,,,,,,,,
59784,2022,07,24,prediction,0.2415,,0.4282,,,,,,prediction,-0.03160,,,,,,,,,,,,
59785,2022,07,25,prediction,0.2428,,0.4267,,,,,,prediction,-0.02999,,,,,,,,,,,,
59786,2022,07,26,prediction,0.2440,,0.4251,,,,,,prediction,-0.02829,,,,,,,,,,,,
59787,2022,07,27,prediction,0.2451,,0.4235,,,,,,prediction,-0.02654,,,,,,,,,,,,
59788,2022,07,28,prediction,0.2463,,0.4219,,,,,,prediction,-0.02483,,,,,,,,,,,,
59789,2022,07,29,prediction,0.2474,,0.4202,,,,,,prediction,-0.02322,,,,,,,,,,,,
59790,2022,07,30,prediction,0.2485,,0.4186,,,,,,prediction,-0.02177,,,,,,,,,,,,
59791,2022,07,31,prediction,0.2495,,0.4169,,,,,,prediction,-0.02052,,,,,,,,,,,,
59792,2022,08,01,prediction,0.2505,,0.4152,,,,,,prediction,-0.01948,,,,,,,,,,,,
59793,2022,08,02,prediction,0.2515,,0.4135,,,,,,prediction,-0.01861,,,,,,,,,,,,
59794,2022,08,03,prediction,0.2525,,0.4118,,,,,,prediction,-0.01787,,,,,,,,,,,,
59795,2022,08,04,prediction,0.2534,,0.4101,,,,,,prediction,-0.01718,,,,,,,,,,,,
59796,2022,08,05,prediction,0.2543,,0.4084,,,,,,prediction,-0.01645,,,,,,,,,,,,
59797,2022,08,06,prediction,0.2552,,0.4066,,,,,,prediction,-0.01559,,,,,,,,,,,,
59798,2022,08,07,prediction,0.2560,,0.4048,,,,,,prediction,-0.01455,,,,,,,,,,,,
59799,2022,08,08,prediction,0.2568,,0.4031,,,,,,prediction,-0.01331,,,,,,,,,,,,
59800,2022,08,09,prediction,0.2576,,0.4013,,,,,,prediction,-0.01193,,,,,,,,,,,,
59801,2022,08,10,prediction,0.2584,,0.3995,,,,,,prediction,-0.01053,,,,,,,,,,,,
59802,2022,08,11,prediction,0.2591,,0.3977,,,,,,prediction,-0.00925,,,,,,,,,,,,
59803,2022,08,12,prediction,0.2597,,0.3958,,,,,,prediction,-0.00820,,,,,,,,,,,,
59804,2022,08,13,prediction,0.2604,,0.3940,,,,,,prediction,-0.00743,,,,,,,,,,,,
