MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
58460,2018,12,08,,,,,,,,,,,,,,,rapid,-107.83,0.58,-7.87,0.12,0.321,0.229,0.128,0.121
58461,2018,12,09,,,,,,,,,,,,,,,rapid,-107.59,0.83,-7.91,0.09,0.331,0.329,0.114,0.093
58462,2018,12,10,,,,,,,,,,,,,,,rapid,-107.33,0.83,-7.89,0.09,0.346,0.329,0.099,0.093
58463,2018,12,11,,,,,,,,,,,,,,,rapid,-107.07,0.99,-7.79,0.06,0.364,0.394,0.085,0.062
58464,2018,12,12,,,,,,,,,,,,,,,rapid,-106.91,1.03,-7.68,0.06,0.383,0.410,0.072,0.063
58465,2018,12,13,,,,,,,,,,,,,,,rapid,-106.91,1.03,-7.63,0.06,0.402,0.410,0.060,0.063
58466,2018,12,14,,,,,,,,,,,,,,,rapid,-106.92,1.03,-7.66,0.06,0.422,0.410,0.049,0.063
58480,2018,12,28,rapid,0.09538,.00009,0.26888,.00009,,,,,rapid,-0.032018,0.000010,,,,,,,,,,,
58481,2018,12,29,rapid,0.09324,.00009,0.26962,.00009,,,,,rapid,-0.033089,0.000009,,,,,,,,,,,
58482,2018,12,30,rapid,0.09087,.00009,0.27020,.00009,,,,,rapid,-0.034165,0.000010,,,,,,,,,,,
58483,2018,12,31,rapid,0.08852,.00009,0.27071,.00009,,,,,rapid,-0.035193,0.000012,,,,,,,,,,,
58484,2019,01,01,rapid,0.08639,.00009,0.27124,.00009,,,,,rapid,-0.036151,0.000012,,,,,,,,,,,
58485,2019,01,02,rapid,0.08428,.00009,0.27189,.00009,,,,,rapid,-0.037026,0.000012,,,,,,,,,,,
58486,2019,01,03,rapid,0.08187,.00009,0.27253,.00009,,,,,rapid,-0.037760,0.000011,,,,,,,,,,,
58487,2019,01,04,prediction,0.0796,,0.2731,,,,,,prediction,-0.03836,,,,,,,,,,,,
58488,2019,01,05,prediction,0.0774,,0.2736,,,,,,prediction,-0.03887,,,,,,,,,,,,
58489,2019,01,06,prediction,0.0754,,0.2741,,,,,,prediction,-0.03932,,,,,,,,,,,,
58490,2019,01,07,prediction,0.0735,,0.2747,,,,,,prediction,-0.03973,,,,,,,,,,,,
58491,2019,01,08,prediction,0.0717,,0.2753,,,,,,prediction,-0.04015,,,,,,,,,,,,
58492,2019,01,09,prediction,0.0701,,0.2759,,,,,,prediction,-0.04065,,,,,,,,,,,,
58493,2019,01,10,prediction,0.0685,,0.2766,,,,,,prediction,-0.04126,,,,,,,,,,,,
58494,2019,01,11,prediction,0.0669,,0.2775,,,,,,prediction,-0.04199,,,,,,,,,,,,
58495,2019,01,12,prediction,0.0653,,0.2783,,,,,,prediction,-0.04283,,,,,,,,,,,,
58496,2019,01,13,prediction,0.0637,,0.2792,,,,,,prediction,-0.04376,,,,,,,,,,,,
