MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
58278,2018,06,09,,,,,,,,,,,,,,,rapid,-105.42,0.31,-11.94,0.10,-0.135,0.124,-0.106,0.097
58279,2018,06,10,,,,,,,,,,,,,,,rapid,-106.06,0.32,-11.88,0.09,-0.144,0.125,-0.107,0.090
58280,2018,06,11,,,,,,,,,,,,,,,rapid,-106.31,0.32,-11.75,0.09,-0.154,0.125,-0.110,0.090
58281,2018,06,12,,,,,,,,,,,,,,,rapid,-106.43,0.35,-11.68,0.02,-0.165,0.141,-0.115,0.017
58282,2018,06,13,,,,,,,,,,,,,,,rapid,-106.68,0.49,-11.81,0.17,-0.175,0.194,-0.124,0.167
58283,2018,06,14,,,,,,,,,,,,,,,rapid,-106.99,0.49,-12.05,0.17,-0.182,0.194,-0.134,0.167
58284,2018,06,15,,,,,,,,,,,,,,,rapid,-107.05,0.49,-12.15,0.17,-0.186,0.194,-0.138,0.167
58285,2018,06,16,,,,,,,,,,,,,,,rapid,-106.79,0.50,-12.01,0.18,-0.184,0.199,-0.132,0.183
58286,2018,06,17,,,,,,,,,,,,,,,rapid,-106.50,0.48,-11.77,0.17,-0.177,0.189,-0.117,0.167
58287,2018,06,18,,,,,,,,,,,,,,,rapid,-106.43,0.48,-11.65,0.17,-0.167,0.189,-0.095,0.167
58288,2018,06,19,,,,,,,,,,,,,,,rapid,-106.62,0.26,-11.65,0.02,-0.154,0.105,-0.068,0.019
58298,2018,06,29,rapid,0.15858,.00009,0.43087,.00009,,,,,rapid,0.069345,0.000015,,,,,,,,,,,
58299,2018,06,30,rapid,0.16092,.00009,0.43031,.00009,,,,,rapid,0.069967,0.000015,,,,,,,,,,,
58300,2018,07,01,rapid,0.16298,.00009,0.42964,.00009,,,,,rapid,0.070582,0.000010,,,,,,,,,,,
58301,2018,07,02,rapid,0.16496,.00009,0.42856,.00009,,,,,rapid,0.071160,0.000007,,,,,,,,,,,
58302,2018,07,03,rapid,0.16709,.00009,0.42718,.00009,,,,,rapid,0.071657,0.000006,,,,,,,,,,,
58303,2018,07,04,rapid,0.16961,.00009,0.42603,.00009,,,,,rapid,0.072021,0.000006,,,,,,,,,,,
58304,2018,07,05,rapid,0.17236,.00009,0.42536,.00009,,,,,rapid,0.072238,0.000055,,,,,,,,,,,
58305,2018,07,06,prediction,0.1748,,0.4249,,,,,,prediction,0.07232,,,,,,,,,,,,
58306,2018,07,07,prediction,0.1769,,0.4245,,,,,,prediction,0.07228,,,,,,,,,,,,
58307,2018,07,08,prediction,0.1787,,0.4240,,,,,,prediction,0.07216,,,,,,,,,,,,
58308,2018,07,09,prediction,0.1803,,0.4234,,,,,,prediction,0.07202,,,,,,,,,,,,
58309,2018,07,10,prediction,0.1817,,0.4226,,,,,,prediction,0.07190,,,,,,,,,,,,
58310,2018,07,11,prediction,0.1830,,0.4216,,,,,,prediction,0.07185,,,,,,,,,,,,
58311,2018,07,12,prediction,0.1844,,0.4205,,,,,,prediction,0.07189,,,,,,,,,,,,
58312,2018,07,13,prediction,0.1859,,0.4195,,,,,,prediction,0.07195,,,,,,,,,,,,
58313,2018,07,14,prediction,0.1873,,0.4185,,,,,,prediction,0.07197,,,,,,,,,,,,
58314,2018,07,15,prediction,0.1885,,0.4175,,,,,,prediction,0.07190,,,,,,,,,,,,
58315,2018,07,16,prediction,0.1898,,0.4164,,,,,,prediction,0.07174,,,,,,,,,,,,
58316,2018,07,17,prediction,0.1909,,0.4153,,,,,,prediction,0.07154,,,,,,,,,,,,
58317,2018,07,18,prediction,0.1921,,0.4142,,,,,,prediction,0.07137,,,,,,,,,,,,
58318,2018,07,19,prediction,0.1933,,0.4130,,,,,,prediction,0.07126,,,,,,,,,,,,
58319,2018,07,20,prediction,0.1944,,0.4118,,,,,,prediction,0.07127,,,,,,,,,,,,
58320,2018,07,21,prediction,0.1955,,0.4107,,,,,,prediction,0.07142,,,,,,,,,,,,
58321,2018,07,22,prediction,0.1966,,0.4094,,,,,,prediction,0.07173,,,,,,,,,,,,
58322,2018,07,23,prediction,0.1976,,0.4082,,,,,,prediction,0.07220,,,,,,,,,,,,
58323,2018,07,24,prediction,0.1987,,0.4069,,,,,,prediction,0.07278,,,,,,,,,,,,
58324,2018,07,25,prediction,0.1997,,0.4056,,,,,,prediction,0.07343,,,,,,,,,,,,
58325,2018,07,26,prediction,0.2007,,0.4043,,,,,,prediction,0.07410,,,,,,,,,,,,
58326,2018,07,27,prediction,0.2017,,0.4030,,,,,,prediction,0.07476,,,,,,,,,,,,
58327,2018,07,28,prediction,0.2027,,0.4018,,,,,,prediction,0.07534,,,,,,,,,,,,
58328,2018,07,29,prediction,0.2035,,0.4005,,,,,,prediction,0.07581,,,,,,,,,,,,
58329,2018,07,30,prediction,0.2043,,0.3992,,,,,,prediction,0.07614,,,,,,,,,,,,
58330,2018,07,31,prediction,0.2051,,0.3979,,,,,,prediction,0.07632,,,,,,,,,,,,
58331,2018,08,01,prediction,0.2058,,0.3965,,,,,,prediction,0.07634,,,,,,,,,,,,
58332,2018,08,02,prediction,0.2065,,0.3952,,,,,,prediction,0.07624,,,,,,,,,,,,
58333,2018,08,03,prediction,0.2072,,0.3938,,,,,,prediction,0.07604,,,,,,,,,,,,
58334,2018,08,04,prediction,0.2078,,0.3924,,,,,,prediction,0.07579,,,,,,,,,,,,
58335,2018,08,05,prediction,0.2085,,0.3911,,,,,,prediction,0.07555,,,,,,,,,,,,
58336,2018,08,06,prediction,0.2090,,0.3897,,,,,,prediction,0.07535,,,,,,,,,,,,
58337,2018,08,07,prediction,0.2096,,0.3883,,,,,,prediction,0.07523,,,,,,,,,,,,
58338,2018,08,08,prediction,0.2101,,0.3868,,,,,,prediction,0.07519,,,,,,,,,,,,
58339,2018,08,09,prediction,0.2105,,0.3854,,,,,,prediction,0.07519,,,,,,,,,,,,
58340,2018,08,10,prediction,0.2110,,0.3840,,,,,,prediction,0.07516,,,,,,,,,,,,
