MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
59559,2021,12,11,,,,,,,,,,,,,,,rapid,-111.02,0.60,-5.97,0.12,0.272,0.238,-0.128,0.124
59560,2021,12,12,,,,,,,,,,,,,,,rapid,-111.09,0.61,-5.63,0.12,0.280,0.244,-0.123,0.123
59561,2021,12,13,,,,,,,,,,,,,,,rapid,-111.15,0.61,-5.45,0.12,0.290,0.244,-0.118,0.123
59562,2021,12,14,,,,,,,,,,,,,,,rapid,-111.21,0.83,-5.40,0.11,0.298,0.331,-0.112,0.111
59563,2021,12,15,,,,,,,,,,,,,,,rapid,-111.26,0.83,-5.35,0.11,0.304,0.331,-0.106,0.111
59564,2021,12,16,,,,,,,,,,,,,,,rapid,-111.23,0.83,-5.31,0.11,0.306,0.331,-0.099,0.111
59565,2021,12,17,,,,,,,,,,,,,,,rapid,-111.07,0.83,-5.38,0.11,0.305,0.331,-0.091,0.111
59566,2021,12,18,,,,,,,,,,,,,,,rapid,-110.87,0.32,-5.61,0.16,0.302,0.128,-0.084,0.160
59567,2021,12,19,,,,,,,,,,,,,,,rapid,-110.74,0.32,-5.84,0.16,0.296,0.128,-0.076,0.160
59568,2021,12,20,,,,,,,,,,,,,,,rapid,-110.66,0.32,-5.94,0.16,0.288,0.128,-0.067,0.160
59569,2021,12,21,,,,,,,,,,,,,,,rapid,-110.54,0.63,-5.93,0.04,0.279,0.249,-0.059,0.038
59570,2021,12,22,,,,,,,,,,,,,,,rapid,-110.34,0.63,-5.90,0.04,0.269,0.249,-0.050,0.038
59571,2021,12,23,,,,,,,,,,,,,,,rapid,-110.07,0.63,-5.90,0.04,0.258,0.249,-0.041,0.038
59579,2021,12,31,rapid,0.05624,.00009,0.27587,.00009,,,,,rapid,-0.110429,0.000019,,,,,,,,,,,
59580,2022,01,01,rapid,0.05466,.00009,0.27691,.00009,,,,,rapid,-0.110498,0.000021,,,,,,,,,,,
59581,2022,01,02,rapid,0.05347,.00009,0.27792,.00009,,,,,rapid,-0.110356,0.000022,,,,,,,,,,,
59582,2022,01,03,rapid,0.05303,.00009,0.27909,.00009,,,,,rapid,-0.110123,0.000022,,,,,,,,,,,
59583,2022,01,04,rapid,0.05326,.00009,0.28074,.00009,,,,,rapid,-0.109956,0.000021,,,,,,,,,,,
59584,2022,01,05,rapid,0.05341,.00009,0.28288,.00009,,,,,rapid,-0.109867,0.000020,,,,,,,,,,,
59585,2022,01,06,rapid,0.05294,.00009,0.28513,.00009,,,,,rapid,-0.110056,0.000055,,,,,,,,,,,
59586,2022,01,07,prediction,0.0520,,0.2872,,,,,,prediction,-0.11038,,,,,,,,,,,,
59587,2022,01,08,prediction,0.0508,,0.2890,,,,,,prediction,-0.11081,,,,,,,,,,,,
59588,2022,01,09,prediction,0.0495,,0.2904,,,,,,prediction,-0.11123,,,,,,,,,,,,
59589,2022,01,10,prediction,0.0483,,0.2917,,,,,,prediction,-0.11158,,,,,,,,,,,,
59590,2022,01,11,prediction,0.0471,,0.2929,,,,,,prediction,-0.11180,,,,,,,,,,,,
59591,2022,01,12,prediction,0.0462,,0.2940,,,,,,prediction,-0.11186,,,,,,,,,,,,
59592,2022,01,13,prediction,0.0453,,0.2952,,,,,,prediction,-0.11173,,,,,,,,,,,,
59593,2022,01,14,prediction,0.0443,,0.2965,,,,,,prediction,-0.11144,,,,,,,,,,,,
59594,2022,01,15,prediction,0.0433,,0.2979,,,,,,prediction,-0.11100,,,,,,,,,,,,
59595,2022,01,16,prediction,0.0423,,0.2992,,,,,,prediction,-0.11048,,,,,,,,,,,,
59596,2022,01,17,prediction,0.0413,,0.3005,,,,,,prediction,-0.10994,,,,,,,,,,,,
59597,2022,01,18,prediction,0.0404,,0.3019,,,,,,prediction,-0.10947,,,,,,,,,,,,
59598,2022,01,19,prediction,0.0395,,0.3033,,,,,,prediction,-0.10912,,,,,,,,,,,,
59599,2022,01,20,prediction,0.0385,,0.3048,,,,,,prediction,-0.10895,,,,,,,,,,,,
59600,2022,01,21,prediction,0.0374,,0.3063,,,,,,prediction,-0.10899,,,,,,,,,,,,
59601,2022,01,22,prediction,0.0363,,0.3078,,,,,,prediction,-0.10925,,,,,,,,,,,,
59602,2022,01,23,prediction,0.0352,,0.3093,,,,,,prediction,-0.10969,,,,,,,,,,,,
59603,2022,01,24,prediction,0.0341,,0.3107,,,,,,prediction,-0.11027,,,,,,,,,,,,
59604,2022,01,25,prediction,0.0330,,0.3121,,,,,,prediction,-0.11088,,,,,,,,,,,,
59605,2022,01,26,prediction,0.0320,,0.3136,,,,,,prediction,-0.11142,,,,,,,,,,,,
59606,2022,01,27,prediction,0.0311,,0.3150,,,,,,prediction,-0.11180,,,,,,,,,,,,
59607,2022,01,28,prediction,0.0302,,0.3165,,,,,,prediction,-0.11197,,,,,,,,,,,,
59608,2022,01,29,prediction,0.0294,,0.3181,,,,,,prediction,-0.11193,,,,,,,,,,,,
59609,2022,01,30,prediction,0.0286,,0.3197,,,,,,prediction,-0.11176,,,,,,,,,,,,
59610,2022,01,31,prediction,0.0279,,0.3213,,,,,,prediction,-0.11159,,,,,,,,,,,,
59611,2022,02,01,prediction,0.0271,,0.3229,,,,,,prediction,-0.11154,,,,,,,,,,,,
59612,2022,02,02,prediction,0.0264,,0.3246,,,,,,prediction,-0.11170,,,,,,,,,,,,
59613,2022,02,03,prediction,0.0257,,0.3262,,,,,,prediction,-0.11206,,,,,,,,,,,,
59614,2022,02,04,prediction,0.0250,,0.3279,,,,,,prediction,-0.11256,,,,,,,,,,,,
59615,2022,02,05,prediction,0.0244,,0.3296,,,,,,prediction,-0.11313,,,,,,,,,,,,
59616,2022,02,06,prediction,0.0238,,0.3313,,,,,,prediction,-0.11365,,,,,,,,,,,,
59617,2022,02,07,prediction,0.0233,,0.3330,,,,,,prediction,-0.11406,,,,,,,,,,,,
59618,2022,02,08,prediction,0.0228,,0.3347,,,,,,prediction,-0.11431,,,,,,,,,,,,
59619,2022,02,09,prediction,0.0223,,0.3364,,,,,,prediction,-0.11437,,,,,,,,,,,,
59620,2022,02,10,prediction,0.0219,,0.3381,,,,,,prediction,-0.11424,,,,,,,,,,,,
59621,2022,02,11,prediction,0.0215,,0.3398,,,,,,prediction,-0.11395,,,,,,,,,,,,
59622,2022,02,12,prediction,0.0211,,0.3415,,,,,,prediction,-0.11353,,,,,,,,,,,,
59623,2022,02,13,prediction,0.0208,,0.3432,,,,,,prediction,-0.11305,,,,,,,,,,,,
59624,2022,02,14,prediction,0.0205,,0.3450,,,,,,prediction,-0.11260,,,,,,,,,,,,
59625,2022,02,15,prediction,0.0203,,0.3468,,,,,,prediction,-0.11224,,,,,,,,,,,,
59626,2022,02,16,prediction,0.0200,,0.3485,,,,,,prediction,-0.11205,,,,,,,,,,,,
