MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
58828,2019,12,11,,,,,,,,,,,,,,,rapid,-110.77,0.34,-6.03,0.18,0.141,0.136,0.125,0.179
58829,2019,12,12,,,,,,,,,,,,,,,rapid,-110.72,0.34,-6.29,0.18,0.141,0.136,0.135,0.179
58830,2019,12,13,,,,,,,,,,,,,,,rapid,-110.47,0.34,-6.53,0.18,0.143,0.136,0.144,0.179
58844,2019,12,27,rapid,0.08683,.00009,0.28067,.00009,,,,,rapid,-0.176206,0.000012,,,,,,,,,,,
58845,2019,12,28,rapid,0.08497,.00009,0.28124,.00009,,,,,rapid,-0.176249,0.000013,,,,,,,,,,,
58846,2019,12,29,rapid,0.08279,.00009,0.28159,.00009,,,,,rapid,-0.176336,0.000010,,,,,,,,,,,
58847,2019,12,30,rapid,0.08041,.00009,0.28175,.00009,,,,,rapid,-0.176518,0.000008,,,,,,,,,,,
58848,2019,12,31,rapid,0.07829,.00009,0.28193,.00009,,,,,rapid,-0.176836,0.000008,,,,,,,,,,,
58849,2020,01,01,rapid,0.07650,.00009,0.28229,.00009,,,,,rapid,-0.177278,0.000065,,,,,,,,,,,
58850,2020,01,02,rapid,0.07466,.00009,0.28276,.00009,,,,,rapid,-0.177771,0.000055,,,,,,,,,,,
58851,2020,01,03,prediction,0.0730,,0.2833,,,,,,prediction,-0.17830,,,,,,,,,,,,
58852,2020,01,04,prediction,0.0712,,0.2839,,,,,,prediction,-0.17881,,,,,,,,,,,,
58853,2020,01,05,prediction,0.0696,,0.2845,,,,,,prediction,-0.17927,,,,,,,,,,,,
58854,2020,01,06,prediction,0.0680,,0.2852,,,,,,prediction,-0.17961,,,,,,,,,,,,
58855,2020,01,07,prediction,0.0665,,0.2859,,,,,,prediction,-0.17979,,,,,,,,,,,,
58856,2020,01,08,prediction,0.0650,,0.2866,,,,,,prediction,-0.17984,,,,,,,,,,,,
58857,2020,01,09,prediction,0.0637,,0.2874,,,,,,prediction,-0.17977,,,,,,,,,,,,
58858,2020,01,10,prediction,0.0623,,0.2884,,,,,,prediction,-0.17963,,,,,,,,,,,,
58859,2020,01,11,prediction,0.0609,,0.2893,,,,,,prediction,-0.17949,,,,,,,,,,,,
58860,2020,01,12,prediction,0.0595,,0.2903,,,,,,prediction,-0.17946,,,,,,,,,,,,
58861,2020,01,13,prediction,0.0583,,0.2913,,,,,,prediction,-0.17965,,,,,,,,,,,,
58862,2020,01,14,prediction,0.0570,,0.2923,,,,,,prediction,-0.18012,,,,,,,,,,,,
58863,2020,01,15,prediction,0.0558,,0.2934,,,,,,prediction,-0.18085,,,,,,,,,,,,
58864,2020,01,16,prediction,0.0546,,0.2945,,,,,,prediction,-0.18174,,,,,,,,,,,,
58865,2020,01,17,prediction,0.0535,,0.2957,,,,,,prediction,-0.18268,,,,,,,,,,,,
58866,2020,01,18,prediction,0.0524,,0.2969,,,,,,prediction,-0.18356,,,,,,,,,,,,
58867,2020,01,19,prediction,0.0514,,0.2981,,,,,,prediction,-0.18427,,,,,,,,,,,,
58868,2020,01,20,prediction,0.0503,,0.2993,,,,,,prediction,-0.18477,,,,,,,,,,,,
58869,2020,01,21,prediction,0.0493,,0.3006,,,,,,prediction,-0.18503,,,,,,,,,,,,
58870,2020,01,22,prediction,0.0484,,0.3019,,,,,,prediction,-0.18508,,,,,,,,,,,,
58871,2020,01,23,prediction,0.0474,,0.3032,,,,,,prediction,-0.18499,,,,,,,,,,,,
58872,2020,01,24,prediction,0.0464,,0.3045,,,,,,prediction,-0.18483,,,,,,,,,,,,
58873,2020,01,25,prediction,0.0455,,0.3059,,,,,,prediction,-0.18468,,,,,,,,,,,,
58874,2020,01,26,prediction,0.0446,,0.3072,,,,,,prediction,-0.18459,,,,,,,,,,,,
58875,2020,01,27,prediction,0.0437,,0.3086,,,,,,prediction,-0.18460,,,,,,,,,,,,
58876,2020,01,28,prediction,0.0429,,0.3100,,,,,,prediction,-0.18473,,,,,,,,,,,,
58877,2020,01,29,prediction,0.0420,,0.3114,,,,,,prediction,-0.18496,,,,,,,,,,,,
58878,2020,01,30,prediction,0.0412,,0.3128,,,,,,prediction,-0.18527,,,,,,,,,,,,
58879,2020,01,31,prediction,0.0405,,0.3143,,,,,,prediction,-0.18563,,,,,,,,,,,,
58880,2020,02,01,prediction,0.0397,,0.3157,,,,,,prediction,-0.18599,,,,,,,,,,,,
58881,2020,02,02,prediction,0.0390,,0.3172,,,,,,prediction,-0.18630,,,,,,,,,,,,
58882,2020,02,03,prediction,0.0382,,0.3186,,,,,,prediction,-0.18654,,,,,,,,,,,,
58883,2020,02,04,prediction,0.0376,,0.3201,,,,,,prediction,-0.18667,,,,,,,,,,,,
58884,2020,02,05,prediction,0.0369,,0.3216,,,,,,prediction,-0.18671,,,,,,,,,,,,
58885,2020,02,06,prediction,0.0363,,0.3231,,,,,,prediction,-0.18667,,,,,,,,,,,,
58886,2020,02,07,prediction,0.0357,,0.3246,,,,,,prediction,-0.18661,,,,,,,,,,,,
58887,2020,02,08,prediction,0.0351,,0.3262,,,,,,prediction,-0.18664,,,,,,,,,,,,
58888,2020,02,09,prediction,0.0345,,0.3277,,,,,,prediction,-0.18684,,,,,,,,,,,,
58889,2020,02,10,prediction,0.0340,,0.3292,,,,,,prediction,-0.18728,,,,,,,,,,,,
58890,2020,02,11,prediction,0.0335,,0.3308,,,,,,prediction,-0.18798,,,,,,,,,,,,
58891,2020,02,12,prediction,0.0331,,0.3323,,,,,,prediction,-0.18886,,,,,,,,,,,,
58892,2020,02,13,prediction,0.0326,,0.3339,,,,,,prediction,-0.18982,,,,,,,,,,,,
58893,2020,02,14,prediction,0.0322,,0.3355,,,,,,prediction,-0.19073,,,,,,,,,,,,
58894,2020,02,15,prediction,0.0318,,0.3371,,,,,,prediction,-0.19148,,,,,,,,,,,,
58895,2020,02,16,prediction,0.0315,,0.3386,,,,,,prediction,-0.19201,,,,,,,,,,,,
58896,2020,02,17,prediction,0.0312,,0.3402,,,,,,prediction,-0.19232,,,,,,,,,,,,
58897,2020,02,18,prediction,0.0309,,0.3418,,,,,,prediction,-0.19244,,,,,,,,,,,,
58898,2020,02,19,prediction,0.0306,,0.3434,,,,,,prediction,-0.19244,,,,,,,,,,,,
58899,2020,02,20,prediction,0.0304,,0.3450,,,,,,prediction,-0.19239,,,,,,,,,,,,
58900,2020,02,21,prediction,0.0302,,0.3467,,,,,,prediction,-0.19236,,,,,,,,,,,,
58901,2020,02,22,prediction,0.0301,,0.3483,,,,,,prediction,-0.19240,,,,,,,,,,,,
58902,2020,02,23,prediction,0.0299,,0.3499,,,,,,prediction,-0.19255,,,,,,,,,,,,
58903,2020,02,24,prediction,0.0298,,0.3515,,,,,,prediction,-0.19281,,,,,,,,,,,,
58904,2020,02,25,prediction,0.0298,,0.3531,,,,,,prediction,-0.19317,,,,,,,,,,,,
58905,2020,02,26,prediction,0.0297,,0.3548,,,,,,prediction,-0.19361,,,,,,,,,,,,
58906,2020,02,27,prediction,0.0297,,0.3564,,,,,,prediction,-0.19410,,,,,,,,,,,,
58907,2020,02,28,prediction,0.0297,,0.3580,,,,,,prediction,-0.19459,,,,,,,,,,,,
58908,2020,02,29,prediction,0.0298,,0.3597,,,,,,prediction,-0.19503,,,,,,,,,,,,
58909,2020,03,01,prediction,0.0299,,0.3613,,,,,,prediction,-0.19539,,,,,,,,,,,,
58910,2020,03,02,prediction,0.0300,,0.3629,,,,,,prediction,-0.19566,,,,,,,,,,,,
58911,2020,03,03,prediction,0.0302,,0.3646,,,,,,prediction,-0.19583,,,,,,,,,,,,
58912,2020,03,04,prediction,0.0303,,0.3662,,,,,,prediction,-0.19592,,,,,,,,,,,,
58913,2020,03,05,prediction,0.0306,,0.3678,,,,,,prediction,-0.19596,,,,,,,,,,,,
58914,2020,03,06,prediction,0.0308,,0.3695,,,,,,prediction,-0.19603,,,,,,,,,,,,
58915,2020,03,07,prediction,0.0311,,0.3711,,,,,,prediction,-0.19623,,,,,,,,,,,,
58916,2020,03,08,prediction,0.0314,,0.3727,,,,,,prediction,-0.19666,,,,,,,,,,,,
58917,2020,03,09,prediction,0.0317,,0.3743,,,,,,prediction,-0.19737,,,,,,,,,,,,
58918,2020,03,10,prediction,0.0321,,0.3759,,,,,,prediction,-0.19834,,,,,,,,,,,,
58919,2020,03,11,prediction,0.0325,,0.3775,,,,,,prediction,-0.19947,,,,,,,,,,,,
58920,2020,03,12,prediction,0.0329,,0.3791,,,,,,prediction,-0.20062,,,,,,,,,,,,
58921,2020,03,13,prediction,0.0334,,0.3807,,,,,,prediction,-0.20167,,,,,,,,,,,,
58922,2020,03,14,prediction,0.0339,,0.3823,,,,,,prediction,-0.20251,,,,,,,,,,,,
58923,2020,03,15,prediction,0.0344,,0.3839,,,,,,prediction,-0.20312,,,,,,,,,,,,
58924,2020,03,16,prediction,0.0349,,0.3855,,,,,,prediction,-0.20351,,,,,,,,,,,,
58925,2020,03,17,prediction,0.0355,,0.3871,,,,,,prediction,-0.20374,,,,,,,,,,,,
58926,2020,03,18,prediction,0.0361,,0.3886,,,,,,prediction,-0.20391,,,,,,,,,,,,
58927,2020,03,19,prediction,0.0368,,0.3902,,,,,,prediction,-0.20407,,,,,,,,,,,,
58928,2020,03,20,prediction,0.0374,,0.3917,,,,,,prediction,-0.20430,,,,,,,,,,,,
58929,2020,03,21,prediction,0.0381,,0.3932,,,,,,prediction,-0.20463,,,,,,,,,,,,
