MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
58935,2020,03,27,rapid,0.04422,.00009,0.39410,.00009,,,,,rapid,-0.223573,0.000025,,,,,,,,,,,
58936,2020,03,28,rapid,0.04472,.00009,0.39515,.00009,,,,,rapid,-0.224034,0.000023,,,,,,,,,,,
58937,2020,03,29,rapid,0.04576,.00009,0.39645,.00009,,,,,rapid,-0.224430,0.000020,,,,,,,,,,,
58938,2020,03,30,rapid,0.04709,.00009,0.39799,.00009,,,,,rapid,-0.224714,0.000015,,,,,,,,,,,
58939,2020,03,31,rapid,0.04880,.00009,0.39963,.00009,,,,,rapid,-0.224931,0.000014,,,,,,,,,,,
58940,2020,04,01,rapid,0.05074,.00009,0.40135,.00009,,,,,rapid,-0.225153,0.000010,,,,,,,,,,,
58941,2020,04,02,rapid,0.05258,.00009,0.40326,.00009,,,,,rapid,-0.225416,0.000055,,,,,,,,,,,
58942,2020,04,03,prediction,0.0540,,0.4052,,,,,,prediction,-0.22578,,,,,,,,,,,,
58943,2020,04,04,prediction,0.0552,,0.4069,,,,,,prediction,-0.22637,,,,,,,,,,,,
58944,2020,04,05,prediction,0.0562,,0.4085,,,,,,prediction,-0.22724,,,,,,,,,,,,
58945,2020,04,06,prediction,0.0573,,0.4098,,,,,,prediction,-0.22842,,,,,,,,,,,,
58946,2020,04,07,prediction,0.0583,,0.4110,,,,,,prediction,-0.22984,,,,,,,,,,,,
58947,2020,04,08,prediction,0.0595,,0.4122,,,,,,prediction,-0.23138,,,,,,,,,,,,
58948,2020,04,09,prediction,0.0607,,0.4134,,,,,,prediction,-0.23289,,,,,,,,,,,,
58949,2020,04,10,prediction,0.0619,,0.4147,,,,,,prediction,-0.23422,,,,,,,,,,,,
58950,2020,04,11,prediction,0.0631,,0.4160,,,,,,prediction,-0.23528,,,,,,,,,,,,
58951,2020,04,12,prediction,0.0643,,0.4172,,,,,,prediction,-0.23606,,,,,,,,,,,,
58952,2020,04,13,prediction,0.0655,,0.4184,,,,,,prediction,-0.23660,,,,,,,,,,,,
58953,2020,04,14,prediction,0.0667,,0.4195,,,,,,prediction,-0.23697,,,,,,,,,,,,
58954,2020,04,15,prediction,0.0679,,0.4205,,,,,,prediction,-0.23724,,,,,,,,,,,,
58955,2020,04,16,prediction,0.0692,,0.4215,,,,,,prediction,-0.23748,,,,,,,,,,,,
58956,2020,04,17,prediction,0.0704,,0.4224,,,,,,prediction,-0.23775,,,,,,,,,,,,
58957,2020,04,18,prediction,0.0718,,0.4234,,,,,,prediction,-0.23807,,,,,,,,,,,,
58958,2020,04,19,prediction,0.0731,,0.4243,,,,,,prediction,-0.23846,,,,,,,,,,,,
58959,2020,04,20,prediction,0.0744,,0.4252,,,,,,prediction,-0.23893,,,,,,,,,,,,
58960,2020,04,21,prediction,0.0757,,0.4260,,,,,,prediction,-0.23947,,,,,,,,,,,,
58961,2020,04,22,prediction,0.0770,,0.4269,,,,,,prediction,-0.24005,,,,,,,,,,,,
58962,2020,04,23,prediction,0.0783,,0.4277,,,,,,prediction,-0.24063,,,,,,,,,,,,
