MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
60200,2023,09,13,,,,,,,,,,,,,,,rapid,-118.94,0.93,-9.07,0.19,0.387,0.368,-0.151,0.188
60201,2023,09,14,,,,,,,,,,,,,,,rapid,-118.79,0.93,-8.72,0.19,0.393,0.368,-0.161,0.188
60202,2023,09,15,,,,,,,,,,,,,,,rapid,-118.67,0.93,-8.45,0.19,0.397,0.368,-0.164,0.188
60203,2023,09,16,,,,,,,,,,,,,,,rapid,-118.57,0.95,-8.43,0.25,0.400,0.378,-0.158,0.255
60204,2023,09,17,,,,,,,,,,,,,,,rapid,-118.53,1.09,-8.60,0.18,0.400,0.433,-0.143,0.182
60205,2023,09,18,,,,,,,,,,,,,,,rapid,-118.55,1.09,-8.80,0.18,0.397,0.433,-0.120,0.182
60206,2023,09,19,,,,,,,,,,,,,,,rapid,-118.62,0.99,-8.92,0.08,0.391,0.396,-0.090,0.083
60207,2023,09,20,,,,,,,,,,,,,,,rapid,-118.77,0.99,-9.01,0.08,0.380,0.396,-0.054,0.083
60208,2023,09,21,,,,,,,,,,,,,,,rapid,-119.00,0.99,-9.10,0.08,0.366,0.396,-0.015,0.083
60216,2023,09,29,rapid,0.30219,.00009,0.33872,.00009,,,,,rapid,0.013029,0.000021,,,,,,,,,,,
60217,2023,09,30,rapid,0.30177,.00009,0.33649,.00009,,,,,rapid,0.012307,0.000018,,,,,,,,,,,
60218,2023,10,01,rapid,0.30136,.00009,0.33430,.00009,,,,,rapid,0.011696,0.000017,,,,,,,,,,,
60219,2023,10,02,rapid,0.30073,.00009,0.33202,.00009,,,,,rapid,0.011348,0.000018,,,,,,,,,,,
60220,2023,10,03,rapid,0.29984,.00009,0.32952,.00009,,,,,rapid,0.011266,0.000022,,,,,,,,,,,
60221,2023,10,04,rapid,0.29884,.00009,0.32681,.00009,,,,,rapid,0.011521,0.000024,,,,,,,,,,,
60222,2023,10,05,rapid,0.29812,.00009,0.32406,.00009,,,,,rapid,0.012035,0.000028,,,,,,,,,,,
60223,2023,10,06,prediction,0.2974,,0.3215,,,,,,prediction,0.01269,,,,,,,,,,,,
60224,2023,10,07,prediction,0.2968,,0.3190,,,,,,prediction,0.01339,,,,,,,,,,,,
60225,2023,10,08,prediction,0.2961,,0.3166,,,,,,prediction,0.01401,,,,,,,,,,,,
60226,2023,10,09,prediction,0.2953,,0.3144,,,,,,prediction,0.01448,,,,,,,,,,,,
60227,2023,10,10,prediction,0.2944,,0.3122,,,,,,prediction,0.01476,,,,,,,,,,,,
60228,2023,10,11,prediction,0.2935,,0.3099,,,,,,prediction,0.01486,,,,,,,,,,,,
60229,2023,10,12,prediction,0.2925,,0.3077,,,,,,prediction,0.01477,,,,,,,,,,,,
60230,2023,10,13,prediction,0.2914,,0.3056,,,,,,prediction,0.01455,,,,,,,,,,,,
60231,2023,10,14,prediction,0.2904,,0.3034,,,,,,prediction,0.01426,,,,,,,,,,,,
60232,2023,10,15,prediction,0.2893,,0.3012,,,,,,prediction,0.01397,,,,,,,,,,,,
60233,2023,10,16,prediction,0.2881,,0.2991,,,,,,prediction,0.01378,,,,,,,,,,,,
60234,2023,10,17,prediction,0.2870,,0.2970,,,,,,prediction,0.01374,,,,,,,,,,,,
60235,2023,10,18,prediction,0.2857,,0.2949,,,,,,prediction,0.01387,,,,,,,,,,,,
60236,2023,10,19,prediction,0.2845,,0.2928,,,,,,prediction,0.01415,,,,,,,,,,,,
60237,2023,10,20,prediction,0.2832,,0.2908,,,,,,prediction,0.01454,,,,,,,,,,,,
60238,2023,10,21,prediction,0.2819,,0.2887,,,,,,prediction,0.01498,,,,,,,,,,,,
60239,2023,10,22,prediction,0.2805,,0.2867,,,,,,prediction,0.01536,,,,,,,,,,,,
60240,2023,10,23,prediction,0.2791,,0.2847,,,,,,prediction,0.01554,,,,,,,,,,,,
60241,2023,10,24,prediction,0.2777,,0.2827,,,,,,prediction,0.01542,,,,,,,,,,,,
60242,2023,10,25,prediction,0.2763,,0.2808,,,,,,prediction,0.01499,,,,,,,,,,,,
60243,2023,10,26,prediction,0.2748,,0.2789,,,,,,prediction,0.01432,,,,,,,,,,,,
60244,2023,10,27,prediction,0.2733,,0.2770,,,,,,prediction,0.01351,,,,,,,,,,,,
60245,2023,10,28,prediction,0.2718,,0.2752,,,,,,prediction,0.01274,,,,,,,,,,,,
60246,2023,10,29,prediction,0.2702,,0.2734,,,,,,prediction,0.01216,,,,,,,,,,,,
60247,2023,10,30,prediction,0.2686,,0.2715,,,,,,prediction,0.01185,,,,,,,,,,,,
60248,2023,10,31,prediction,0.2669,,0.2698,,,,,,prediction,0.01184,,,,,,,,,,,,
60249,2023,11,01,prediction,0.2653,,0.2680,,,,,,prediction,0.01206,,,,,,,,,,,,
60250,2023,11,02,prediction,0.2636,,0.2663,,,,,,prediction,0.01245,,,,,,,,,,,,
60251,2023,11,03,prediction,0.2618,,0.2646,,,,,,prediction,0.01287,,,,,,,,,,,,
60252,2023,11,04,prediction,0.2601,,0.2629,,,,,,prediction,0.01324,,,,,,,,,,,,
60253,2023,11,05,prediction,0.2583,,0.2613,,,,,,prediction,0.01349,,,,,,,,,,,,
60254,2023,11,06,prediction,0.2565,,0.2596,,,,,,prediction,0.01358,,,,,,,,,,,,
60255,2023,11,07,prediction,0.2547,,0.2580,,,,,,prediction,0.01349,,,,,,,,,,,,
60256,2023,11,08,prediction,0.2528,,0.2565,,,,,,prediction,0.01324,,,,,,,,,,,,
60257,2023,11,09,prediction,0.2510,,0.2549,,,,,,prediction,0.01284,,,,,,,,,,,,
60258,2023,11,10,prediction,0.2491,,0.2535,,,,,,prediction,0.01235,,,,,,,,,,,,
60259,2023,11,11,prediction,0.2472,,0.2520,,,,,,prediction,0.01183,,,,,,,,,,,,
60260,2023,11,12,prediction,0.2452,,0.2505,,,,,,prediction,0.01136,,,,,,,,,,,,
60261,2023,11,13,prediction,0.2432,,0.2491,,,,,,prediction,0.01102,,,,,,,,,,,,
60262,2023,11,14,prediction,0.2412,,0.2478,,,,,,prediction,0.01086,,,,,,,,,,,,
60263,2023,11,15,prediction,0.2392,,0.2464,,,,,,prediction,0.01089,,,,,,,,,,,,
60264,2023,11,16,prediction,0.2372,,0.2451,,,,,,prediction,0.01108,,,,,,,,,,,,
60265,2023,11,17,prediction,0.2352,,0.2438,,,,,,prediction,0.01133,,,,,,,,,,,,
60266,2023,11,18,prediction,0.2331,,0.2426,,,,,,prediction,0.01152,,,,,,,,,,,,
60267,2023,11,19,prediction,0.2310,,0.2414,,,,,,prediction,0.01153,,,,,,,,,,,,
60268,2023,11,20,prediction,0.2289,,0.2402,,,,,,prediction,0.01128,,,,,,,,,,,,
60269,2023,11,21,prediction,0.2268,,0.2390,,,,,,prediction,0.01072,,,,,,,,,,,,
60270,2023,11,22,prediction,0.2246,,0.2379,,,,,,prediction,0.00991,,,,,,,,,,,,
60271,2023,11,23,prediction,0.2225,,0.2368,,,,,,prediction,0.00895,,,,,,,,,,,,
60272,2023,11,24,prediction,0.2203,,0.2358,,,,,,prediction,0.00796,,,,,,,,,,,,
60273,2023,11,25,prediction,0.2181,,0.2348,,,,,,prediction,0.00710,,,,,,,,,,,,
60274,2023,11,26,prediction,0.2159,,0.2338,,,,,,prediction,0.00648,,,,,,,,,,,,
60275,2023,11,27,prediction,0.2137,,0.2329,,,,,,prediction,0.00614,,,,,,,,,,,,
60276,2023,11,28,prediction,0.2115,,0.2319,,,,,,prediction,0.00608,,,,,,,,,,,,
60277,2023,11,29,prediction,0.2092,,0.2311,,,,,,prediction,0.00621,,,,,,,,,,,,
60278,2023,11,30,prediction,0.2070,,0.2302,,,,,,prediction,0.00645,,,,,,,,,,,,
60279,2023,12,01,prediction,0.2047,,0.2294,,,,,,prediction,0.00669,,,,,,,,,,,,
60280,2023,12,02,prediction,0.2024,,0.2287,,,,,,prediction,0.00686,,,,,,,,,,,,
60281,2023,12,03,prediction,0.2001,,0.2279,,,,,,prediction,0.00690,,,,,,,,,,,,
60282,2023,12,04,prediction,0.1979,,0.2272,,,,,,prediction,0.00677,,,,,,,,,,,,
60283,2023,12,05,prediction,0.1956,,0.2266,,,,,,prediction,0.00647,,,,,,,,,,,,
60284,2023,12,06,prediction,0.1932,,0.2260,,,,,,prediction,0.00602,,,,,,,,,,,,
60285,2023,12,07,prediction,0.1909,,0.2254,,,,,,prediction,0.00549,,,,,,,,,,,,
60286,2023,12,08,prediction,0.1886,,0.2248,,,,,,prediction,0.00492,,,,,,,,,,,,
60287,2023,12,09,prediction,0.1863,,0.2243,,,,,,prediction,0.00438,,,,,,,,,,,,
60288,2023,12,10,prediction,0.1839,,0.2238,,,,,,prediction,0.00394,,,,,,,,,,,,
60289,2023,12,11,prediction,0.1816,,0.2234,,,,,,prediction,0.00367,,,,,,,,,,,,
60290,2023,12,12,prediction,0.1793,,0.2230,,,,,,prediction,0.00360,,,,,,,,,,,,
60291,2023,12,13,prediction,0.1769,,0.2226,,,,,,prediction,0.00373,,,,,,,,,,,,
60292,2023,12,14,prediction,0.1746,,0.2223,,,,,,prediction,0.00396,,,,,,,,,,,,
60293,2023,12,15,prediction,0.1722,,0.2220,,,,,,prediction,0.00419,,,,,,,,,,,,
60294,2023,12,16,prediction,0.1699,,0.2218,,,,,,prediction,0.00428,,,,,,,,,,,,
60295,2023,12,17,prediction,0.1675,,0.2215,,,,,,prediction,0.00413,,,,,,,,,,,,
60296,2023,12,18,prediction,0.1651,,0.2214,,,,,,prediction,0.00369,,,,,,,,,,,,
60297,2023,12,19,prediction,0.1628,,0.2212,,,,,,prediction,0.00301,,,,,,,,,,,,
60298,2023,12,20,prediction,0.1604,,0.2211,,,,,,prediction,0.00219,,,,,,,,,,,,
60299,2023,12,21,prediction,0.1581,,0.2210,,,,,,prediction,0.00135,,,,,,,,,,,,
60300,2023,12,22,prediction,0.1557,,0.2210,,,,,,prediction,0.00062,,,,,,,,,,,,
60301,2023,12,23,prediction,0.1534,,0.2210,,,,,,prediction,0.00011,,,,,,,,,,,,
60302,2023,12,24,prediction,0.1511,,0.2211,,,,,,prediction,-0.00013,,,,,,,,,,,,
60303,2023,12,25,prediction,0.1487,,0.2211,,,,,,prediction,-0.00012,,,,,,,,,,,,
60304,2023,12,26,prediction,0.1464,,0.2212,,,,,,prediction,0.00008,,,,,,,,,,,,
60305,2023,12,27,prediction,0.1441,,0.2214,,,,,,prediction,0.00040,,,,,,,,,,,,
60306,2023,12,28,prediction,0.1418,,0.2216,,,,,,prediction,0.00073,,,,,,,,,,,,
60307,2023,12,29,prediction,0.1394,,0.2218,,,,,,prediction,0.00099,,,,,,,,,,,,
60308,2023,12,30,prediction,0.1371,,0.2221,,,,,,prediction,0.00112,,,,,,,,,,,,
60309,2023,12,31,prediction,0.1348,,0.2224,,,,,,prediction,0.00108,,,,,,,,,,,,
60310,2024,01,01,prediction,0.1326,,0.2227,,,,,,prediction,0.00088,,,,,,,,,,,,
60311,2024,01,02,prediction,0.1303,,0.2230,,,,,,prediction,0.00053,,,,,,,,,,,,
60312,2024,01,03,prediction,0.1280,,0.2234,,,,,,prediction,0.00009,,,,,,,,,,,,
60313,2024,01,04,prediction,0.1258,,0.2239,,,,,,prediction,-0.00041,,,,,,,,,,,,
60314,2024,01,05,prediction,0.1235,,0.2244,,,,,,prediction,-0.00089,,,,,,,,,,,,
60315,2024,01,06,prediction,0.1213,,0.2249,,,,,,prediction,-0.00128,,,,,,,,,,,,
60316,2024,01,07,prediction,0.1191,,0.2254,,,,,,prediction,-0.00152,,,,,,,,,,,,
60317,2024,01,08,prediction,0.1169,,0.2260,,,,,,prediction,-0.00158,,,,,,,,,,,,
60318,2024,01,09,prediction,0.1147,,0.2266,,,,,,prediction,-0.00145,,,,,,,,,,,,
60319,2024,01,10,prediction,0.1125,,0.2272,,,,,,prediction,-0.00117,,,,,,,,,,,,
60320,2024,01,11,prediction,0.1103,,0.2279,,,,,,prediction,-0.00085,,,,,,,,,,,,
60321,2024,01,12,prediction,0.1082,,0.2286,,,,,,prediction,-0.00065,,,,,,,,,,,,
60322,2024,01,13,prediction,0.1060,,0.2294,,,,,,prediction,-0.00067,,,,,,,,,,,,
60323,2024,01,14,prediction,0.1039,,0.2301,,,,,,prediction,-0.00100,,,,,,,,,,,,
60324,2024,01,15,prediction,0.1018,,0.2309,,,,,,prediction,-0.00162,,,,,,,,,,,,
60325,2024,01,16,prediction,0.0998,,0.2318,,,,,,prediction,-0.00242,,,,,,,,,,,,
60326,2024,01,17,prediction,0.0977,,0.2327,,,,,,prediction,-0.00325,,,,,,,,,,,,
60327,2024,01,18,prediction,0.0956,,0.2336,,,,,,prediction,-0.00397,,,,,,,,,,,,
60328,2024,01,19,prediction,0.0936,,0.2345,,,,,,prediction,-0.00447,,,,,,,,,,,,
60329,2024,01,20,prediction,0.0916,,0.2355,,,,,,prediction,-0.00469,,,,,,,,,,,,
60330,2024,01,21,prediction,0.0896,,0.2365,,,,,,prediction,-0.00464,,,,,,,,,,,,
60331,2024,01,22,prediction,0.0877,,0.2375,,,,,,prediction,-0.00433,,,,,,,,,,,,
60332,2024,01,23,prediction,0.0857,,0.2386,,,,,,prediction,-0.00390,,,,,,,,,,,,
60333,2024,01,24,prediction,0.0838,,0.2396,,,,,,prediction,-0.00343,,,,,,,,,,,,
60334,2024,01,25,prediction,0.0819,,0.2408,,,,,,prediction,-0.00302,,,,,,,,,,,,
60335,2024,01,26,prediction,0.0800,,0.2419,,,,,,prediction,-0.00272,,,,,,,,,,,,
60336,2024,01,27,prediction,0.0782,,0.2431,,,,,,prediction,-0.00259,,,,,,,,,,,,
60337,2024,01,28,prediction,0.0764,,0.2443,,,,,,prediction,-0.00263,,,,,,,,,,,,
60338,2024,01,29,prediction,0.0746,,0.2455,,,,,,prediction,-0.00284,,,,,,,,,,,,
60339,2024,01,30,prediction,0.0728,,0.2468,,,,,,prediction,-0.00317,,,,,,,,,,,,
60340,2024,01,31,prediction,0.0710,,0.2481,,,,,,prediction,-0.00358,,,,,,,,,,,,
60341,2024,02,01,prediction,0.0693,,0.2494,,,,,,prediction,-0.00399,,,,,,,,,,,,
60342,2024,02,02,prediction,0.0676,,0.2507,,,,,,prediction,-0.00434,,,,,,,,,,,,
