MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
60109,2023,06,14,,,,,,,,,,,,,,,rapid,-109.08,0.99,-9.23,0.20,0.392,0.394,-0.187,0.201
60110,2023,06,15,,,,,,,,,,,,,,,rapid,-109.40,0.99,-9.08,0.20,0.404,0.394,-0.178,0.201
60111,2023,06,16,,,,,,,,,,,,,,,rapid,-109.62,0.99,-9.09,0.20,0.418,0.394,-0.173,0.201
60112,2023,06,17,,,,,,,,,,,,,,,rapid,-109.67,1.03,-9.32,0.09,0.433,0.408,-0.171,0.090
60113,2023,06,18,,,,,,,,,,,,,,,rapid,-109.65,1.12,-9.70,0.14,0.449,0.446,-0.171,0.138
60114,2023,06,19,,,,,,,,,,,,,,,rapid,-109.68,1.24,-10.00,0.19,0.466,0.493,-0.174,0.189
60115,2023,06,20,,,,,,,,,,,,,,,rapid,-109.79,1.24,-10.08,0.19,0.483,0.493,-0.177,0.189
60125,2023,06,30,rapid,0.18027,.00009,0.50910,.00009,,,,,rapid,-0.036634,0.000009,,,,,,,,,,,
60126,2023,07,01,rapid,0.18370,.00009,0.50847,.00009,,,,,rapid,-0.036144,0.000011,,,,,,,,,,,
60127,2023,07,02,rapid,0.18722,.00009,0.50791,.00009,,,,,rapid,-0.035424,0.000014,,,,,,,,,,,
60128,2023,07,03,rapid,0.19045,.00009,0.50758,.00009,,,,,rapid,-0.034466,0.000017,,,,,,,,,,,
60129,2023,07,04,rapid,0.19327,.00009,0.50736,.00009,,,,,rapid,-0.033502,0.000022,,,,,,,,,,,
60130,2023,07,05,rapid,0.19589,.00009,0.50702,.00009,,,,,rapid,-0.032619,0.000028,,,,,,,,,,,
60131,2023,07,06,rapid,0.19845,.00009,0.50643,.00009,,,,,rapid,-0.031855,0.000027,,,,,,,,,,,
60132,2023,07,07,prediction,0.2010,,0.5057,,,,,,prediction,-0.03138,,,,,,,,,,,,
60133,2023,07,08,prediction,0.2034,,0.5048,,,,,,prediction,-0.03113,,,,,,,,,,,,
60134,2023,07,09,prediction,0.2059,,0.5038,,,,,,prediction,-0.03096,,,,,,,,,,,,
60135,2023,07,10,prediction,0.2085,,0.5027,,,,,,prediction,-0.03075,,,,,,,,,,,,
60136,2023,07,11,prediction,0.2110,,0.5016,,,,,,prediction,-0.03036,,,,,,,,,,,,
60137,2023,07,12,prediction,0.2135,,0.5005,,,,,,prediction,-0.02976,,,,,,,,,,,,
60138,2023,07,13,prediction,0.2160,,0.4994,,,,,,prediction,-0.02890,,,,,,,,,,,,
60139,2023,07,14,prediction,0.2184,,0.4982,,,,,,prediction,-0.02782,,,,,,,,,,,,
60140,2023,07,15,prediction,0.2208,,0.4969,,,,,,prediction,-0.02655,,,,,,,,,,,,
60141,2023,07,16,prediction,0.2232,,0.4956,,,,,,prediction,-0.02515,,,,,,,,,,,,
60142,2023,07,17,prediction,0.2255,,0.4943,,,,,,prediction,-0.02371,,,,,,,,,,,,
60143,2023,07,18,prediction,0.2278,,0.4929,,,,,,prediction,-0.02234,,,,,,,,,,,,
60144,2023,07,19,prediction,0.2300,,0.4915,,,,,,prediction,-0.02109,,,,,,,,,,,,
60145,2023,07,20,prediction,0.2322,,0.4901,,,,,,prediction,-0.02005,,,,,,,,,,,,
60146,2023,07,21,prediction,0.2344,,0.4886,,,,,,prediction,-0.01924,,,,,,,,,,,,
60147,2023,07,22,prediction,0.2366,,0.4871,,,,,,prediction,-0.01862,,,,,,,,,,,,
60148,2023,07,23,prediction,0.2387,,0.4856,,,,,,prediction,-0.01814,,,,,,,,,,,,
60149,2023,07,24,prediction,0.2408,,0.4840,,,,,,prediction,-0.01773,,,,,,,,,,,,
60150,2023,07,25,prediction,0.2428,,0.4823,,,,,,prediction,-0.01736,,,,,,,,,,,,
60151,2023,07,26,prediction,0.2449,,0.4807,,,,,,prediction,-0.01696,,,,,,,,,,,,
60152,2023,07,27,prediction,0.2469,,0.4790,,,,,,prediction,-0.01646,,,,,,,,,,,,
60153,2023,07,28,prediction,0.2489,,0.4772,,,,,,prediction,-0.01580,,,,,,,,,,,,
60154,2023,07,29,prediction,0.2509,,0.4755,,,,,,prediction,-0.01494,,,,,,,,,,,,
