MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
59836,2022,09,14,,,,,,,,,,,,,,,rapid,-118.42,0.90,-8.68,0.15,0.379,0.358,-0.147,0.146
59837,2022,09,15,,,,,,,,,,,,,,,rapid,-118.79,0.90,-8.73,0.15,0.375,0.358,-0.141,0.146
59838,2022,09,16,,,,,,,,,,,,,,,rapid,-118.98,0.90,-8.85,0.15,0.375,0.358,-0.132,0.146
59852,2022,09,30,rapid,0.28229,.00009,0.26152,.00009,,,,,rapid,-0.005284,0.000017,,,,,,,,,,,
59853,2022,10,01,rapid,0.28134,.00009,0.25974,.00009,,,,,rapid,-0.005011,0.000018,,,,,,,,,,,
59854,2022,10,02,rapid,0.28004,.00009,0.25787,.00009,,,,,rapid,-0.004533,0.000018,,,,,,,,,,,
59855,2022,10,03,rapid,0.27844,.00009,0.25574,.00009,,,,,rapid,-0.004031,0.000017,,,,,,,,,,,
59856,2022,10,04,rapid,0.27653,.00009,0.25355,.00009,,,,,rapid,-0.003577,0.000017,,,,,,,,,,,
59857,2022,10,05,rapid,0.27439,.00009,0.25150,.00009,,,,,rapid,-0.003210,0.000014,,,,,,,,,,,
59858,2022,10,06,rapid,0.27241,.00009,0.24927,.00009,,,,,rapid,-0.003051,0.000015,,,,,,,,,,,
59859,2022,10,07,prediction,0.2706,,0.2473,,,,,,prediction,-0.00320,,,,,,,,,,,,
59860,2022,10,08,prediction,0.2690,,0.2452,,,,,,prediction,-0.00358,,,,,,,,,,,,
59861,2022,10,09,prediction,0.2674,,0.2434,,,,,,prediction,-0.00409,,,,,,,,,,,,
59862,2022,10,10,prediction,0.2658,,0.2418,,,,,,prediction,-0.00464,,,,,,,,,,,,
59863,2022,10,11,prediction,0.2641,,0.2402,,,,,,prediction,-0.00511,,,,,,,,,,,,
59864,2022,10,12,prediction,0.2623,,0.2387,,,,,,prediction,-0.00543,,,,,,,,,,,,
59865,2022,10,13,prediction,0.2604,,0.2372,,,,,,prediction,-0.00554,,,,,,,,,,,,
59866,2022,10,14,prediction,0.2585,,0.2358,,,,,,prediction,-0.00544,,,,,,,,,,,,
