MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
57645,2016,09,14,,,,,,,,,,,,,,,rapid,-105.76,0.14,-13.15,0.07,0.197,0.056,-0.134,0.070
57646,2016,09,15,,,,,,,,,,,,,,,rapid,-105.85,0.14,-13.21,0.07,0.169,0.056,-0.125,0.070
57647,2016,09,16,,,,,,,,,,,,,,,rapid,-105.92,0.14,-13.00,0.07,0.138,0.056,-0.101,0.070
57648,2016,09,17,,,,,,,,,,,,,,,rapid,-105.94,0.30,-12.65,0.15,0.102,0.119,-0.085,0.150
57649,2016,09,18,,,,,,,,,,,,,,,rapid,-106.03,0.18,-12.40,0.06,0.057,0.072,-0.069,0.060
57650,2016,09,19,,,,,,,,,,,,,,,rapid,-106.29,0.18,-12.37,0.06,0.009,0.072,-0.047,0.060
57651,2016,09,20,,,,,,,,,,,,,,,rapid,-106.67,0.18,-12.45,0.06,-0.037,0.072,-0.018,0.060
57661,2016,09,30,rapid,0.23404,.00009,0.33264,.00009,,,,,rapid,-0.277564,0.000007,,,,,,,,,,,
57662,2016,10,01,rapid,0.23363,.00009,0.33101,.00009,,,,,rapid,-0.278980,0.000009,,,,,,,,,,,
57663,2016,10,02,rapid,0.23270,.00009,0.32948,.00009,,,,,rapid,-0.280346,0.000011,,,,,,,,,,,
57664,2016,10,03,rapid,0.23135,.00009,0.32787,.00009,,,,,rapid,-0.281622,0.000014,,,,,,,,,,,
57665,2016,10,04,rapid,0.22958,.00009,0.32621,.00009,,,,,rapid,-0.282810,0.000015,,,,,,,,,,,
57666,2016,10,05,rapid,0.22747,.00009,0.32463,.00009,,,,,rapid,-0.283921,0.000017,,,,,,,,,,,
57667,2016,10,06,rapid,0.22530,.00009,0.32299,.00009,,,,,rapid,-0.285032,0.000019,,,,,,,,,,,
57668,2016,10,07,prediction,0.2235,,0.3212,,,,,,prediction,-0.28605,,,,,,,,,,,,
57669,2016,10,08,prediction,0.2219,,0.3194,,,,,,prediction,-0.28702,,,,,,,,,,,,
57670,2016,10,09,prediction,0.2206,,0.3175,,,,,,prediction,-0.28800,,,,,,,,,,,,
57671,2016,10,10,prediction,0.2195,,0.3157,,,,,,prediction,-0.28906,,,,,,,,,,,,
57672,2016,10,11,prediction,0.2185,,0.3140,,,,,,prediction,-0.29026,,,,,,,,,,,,
57673,2016,10,12,prediction,0.2175,,0.3123,,,,,,prediction,-0.29164,,,,,,,,,,,,
57674,2016,10,13,prediction,0.2165,,0.3106,,,,,,prediction,-0.29322,,,,,,,,,,,,
57675,2016,10,14,prediction,0.2154,,0.3090,,,,,,prediction,-0.29499,,,,,,,,,,,,
57676,2016,10,15,prediction,0.2142,,0.3073,,,,,,prediction,-0.29691,,,,,,,,,,,,
57677,2016,10,16,prediction,0.2130,,0.3057,,,,,,prediction,-0.29889,,,,,,,,,,,,
57678,2016,10,17,prediction,0.2119,,0.3040,,,,,,prediction,-0.30081,,,,,,,,,,,,
57679,2016,10,18,prediction,0.2107,,0.3024,,,,,,prediction,-0.30261,,,,,,,,,,,,
57680,2016,10,19,prediction,0.2096,,0.3009,,,,,,prediction,-0.30427,,,,,,,,,,,,
57681,2016,10,20,prediction,0.2084,,0.2994,,,,,,prediction,-0.30577,,,,,,,,,,,,
57682,2016,10,21,prediction,0.2072,,0.2980,,,,,,prediction,-0.30717,,,,,,,,,,,,
57683,2016,10,22,prediction,0.2060,,0.2966,,,,,,prediction,-0.30854,,,,,,,,,,,,
57684,2016,10,23,prediction,0.2047,,0.2953,,,,,,prediction,-0.30992,,,,,,,,,,,,
57685,2016,10,24,prediction,0.2033,,0.2939,,,,,,prediction,-0.31134,,,,,,,,,,,,
57686,2016,10,25,prediction,0.2019,,0.2926,,,,,,prediction,-0.31282,,,,,,,,,,,,
57687,2016,10,26,prediction,0.2004,,0.2913,,,,,,prediction,-0.31435,,,,,,,,,,,,
57688,2016,10,27,prediction,0.1990,,0.2900,,,,,,prediction,-0.31590,,,,,,,,,,,,
57689,2016,10,28,prediction,0.1975,,0.2887,,,,,,prediction,-0.31744,,,,,,,,,,,,
57690,2016,10,29,prediction,0.1961,,0.2874,,,,,,prediction,-0.31895,,,,,,,,,,,,
57691,2016,10,30,prediction,0.1946,,0.2862,,,,,,prediction,-0.32042,,,,,,,,,,,,
57692,2016,10,31,prediction,0.1932,,0.2850,,,,,,prediction,-0.32182,,,,,,,,,,,,
57693,2016,11,01,prediction,0.1917,,0.2838,,,,,,prediction,-0.32314,,,,,,,,,,,,
57694,2016,11,02,prediction,0.1902,,0.2827,,,,,,prediction,-0.32440,,,,,,,,,,,,
57695,2016,11,03,prediction,0.1887,,0.2815,,,,,,prediction,-0.32560,,,,,,,,,,,,
57696,2016,11,04,prediction,0.1871,,0.2804,,,,,,prediction,-0.32676,,,,,,,,,,,,
57697,2016,11,05,prediction,0.1855,,0.2793,,,,,,prediction,-0.32790,,,,,,,,,,,,
57698,2016,11,06,prediction,0.1840,,0.2783,,,,,,prediction,-0.32908,,,,,,,,,,,,
57699,2016,11,07,prediction,0.1824,,0.2773,,,,,,prediction,-0.33035,,,,,,,,,,,,
57700,2016,11,08,prediction,0.1808,,0.2762,,,,,,prediction,-0.33175,,,,,,,,,,,,
57701,2016,11,09,prediction,0.1791,,0.2753,,,,,,prediction,-0.33332,,,,,,,,,,,,
57702,2016,11,10,prediction,0.1775,,0.2743,,,,,,prediction,-0.33507,,,,,,,,,,,,
57703,2016,11,11,prediction,0.1758,,0.2734,,,,,,prediction,-0.33699,,,,,,,,,,,,
57704,2016,11,12,prediction,0.1741,,0.2725,,,,,,prediction,-0.33901,,,,,,,,,,,,
57705,2016,11,13,prediction,0.1724,,0.2717,,,,,,prediction,-0.34106,,,,,,,,,,,,
57706,2016,11,14,prediction,0.1707,,0.2708,,,,,,prediction,-0.34305,,,,,,,,,,,,
