MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
59475,2021,09,18,,,,,,,,,,,,,,,rapid,-117.68,0.86,-9.13,0.21,0.338,0.341,-0.164,0.212
59476,2021,09,19,,,,,,,,,,,,,,,rapid,-117.54,0.81,-9.09,0.19,0.337,0.323,-0.147,0.185
59477,2021,09,20,,,,,,,,,,,,,,,rapid,-117.53,0.81,-8.97,0.19,0.327,0.323,-0.123,0.185
59478,2021,09,21,,,,,,,,,,,,,,,rapid,-117.55,0.66,-8.74,0.03,0.313,0.262,-0.095,0.033
59488,2021,10,01,rapid,0.21993,.00009,0.27982,.00009,,,,,rapid,-0.105249,0.000062,,,,,,,,,,,
59489,2021,10,02,rapid,0.21915,.00009,0.27848,.00009,,,,,rapid,-0.104695,0.000055,,,,,,,,,,,
59490,2021,10,03,rapid,0.21804,.00009,0.27740,.00009,,,,,rapid,-0.104332,0.000057,,,,,,,,,,,
59491,2021,10,04,rapid,0.21654,.00009,0.27639,.00009,,,,,rapid,-0.104141,0.000040,,,,,,,,,,,
59492,2021,10,05,rapid,0.21482,.00009,0.27530,.00009,,,,,rapid,-0.104195,0.000035,,,,,,,,,,,
59493,2021,10,06,rapid,0.21285,.00009,0.27399,.00009,,,,,rapid,-0.104520,0.000027,,,,,,,,,,,
59494,2021,10,07,rapid,0.21070,.00009,0.27233,.00009,,,,,rapid,-0.105076,0.000024,,,,,,,,,,,
59495,2021,10,08,prediction,0.2088,,0.2706,,,,,,prediction,-0.10559,,,,,,,,,,,,
59496,2021,10,09,prediction,0.2071,,0.2690,,,,,,prediction,-0.10595,,,,,,,,,,,,
59497,2021,10,10,prediction,0.2054,,0.2675,,,,,,prediction,-0.10607,,,,,,,,,,,,
59498,2021,10,11,prediction,0.2038,,0.2662,,,,,,prediction,-0.10595,,,,,,,,,,,,
59499,2021,10,12,prediction,0.2022,,0.2650,,,,,,prediction,-0.10564,,,,,,,,,,,,
59500,2021,10,13,prediction,0.2006,,0.2640,,,,,,prediction,-0.10528,,,,,,,,,,,,
59501,2021,10,14,prediction,0.1989,,0.2629,,,,,,prediction,-0.10495,,,,,,,,,,,,
59502,2021,10,15,prediction,0.1973,,0.2619,,,,,,prediction,-0.10475,,,,,,,,,,,,
59503,2021,10,16,prediction,0.1957,,0.2609,,,,,,prediction,-0.10472,,,,,,,,,,,,
59504,2021,10,17,prediction,0.1941,,0.2600,,,,,,prediction,-0.10488,,,,,,,,,,,,
59505,2021,10,18,prediction,0.1924,,0.2591,,,,,,prediction,-0.10516,,,,,,,,,,,,
59506,2021,10,19,prediction,0.1908,,0.2583,,,,,,prediction,-0.10551,,,,,,,,,,,,
59507,2021,10,20,prediction,0.1890,,0.2575,,,,,,prediction,-0.10583,,,,,,,,,,,,
59508,2021,10,21,prediction,0.1873,,0.2567,,,,,,prediction,-0.10603,,,,,,,,,,,,
59509,2021,10,22,prediction,0.1855,,0.2559,,,,,,prediction,-0.10609,,,,,,,,,,,,
59510,2021,10,23,prediction,0.1838,,0.2550,,,,,,prediction,-0.10599,,,,,,,,,,,,
59511,2021,10,24,prediction,0.1821,,0.2542,,,,,,prediction,-0.10574,,,,,,,,,,,,
59512,2021,10,25,prediction,0.1804,,0.2535,,,,,,prediction,-0.10535,,,,,,,,,,,,
59513,2021,10,26,prediction,0.1787,,0.2528,,,,,,prediction,-0.10486,,,,,,,,,,,,
59514,2021,10,27,prediction,0.1770,,0.2522,,,,,,prediction,-0.10431,,,,,,,,,,,,
59515,2021,10,28,prediction,0.1753,,0.2516,,,,,,prediction,-0.10378,,,,,,,,,,,,
59516,2021,10,29,prediction,0.1736,,0.2510,,,,,,prediction,-0.10335,,,,,,,,,,,,
59517,2021,10,30,prediction,0.1718,,0.2504,,,,,,prediction,-0.10308,,,,,,,,,,,,
59518,2021,10,31,prediction,0.1701,,0.2499,,,,,,prediction,-0.10304,,,,,,,,,,,,
59519,2021,11,01,prediction,0.1683,,0.2494,,,,,,prediction,-0.10327,,,,,,,,,,,,
59520,2021,11,02,prediction,0.1664,,0.2489,,,,,,prediction,-0.10374,,,,,,,,,,,,
59521,2021,11,03,prediction,0.1646,,0.2484,,,,,,prediction,-0.10439,,,,,,,,,,,,
59522,2021,11,04,prediction,0.1627,,0.2479,,,,,,prediction,-0.10506,,,,,,,,,,,,
59523,2021,11,05,prediction,0.1609,,0.2475,,,,,,prediction,-0.10563,,,,,,,,,,,,
59524,2021,11,06,prediction,0.1590,,0.2471,,,,,,prediction,-0.10598,,,,,,,,,,,,
59525,2021,11,07,prediction,0.1571,,0.2467,,,,,,prediction,-0.10606,,,,,,,,,,,,
59526,2021,11,08,prediction,0.1552,,0.2463,,,,,,prediction,-0.10590,,,,,,,,,,,,
59527,2021,11,09,prediction,0.1533,,0.2460,,,,,,prediction,-0.10561,,,,,,,,,,,,
59528,2021,11,10,prediction,0.1514,,0.2457,,,,,,prediction,-0.10531,,,,,,,,,,,,
59529,2021,11,11,prediction,0.1495,,0.2454,,,,,,prediction,-0.10510,,,,,,,,,,,,
59530,2021,11,12,prediction,0.1476,,0.2452,,,,,,prediction,-0.10505,,,,,,,,,,,,
59531,2021,11,13,prediction,0.1456,,0.2450,,,,,,prediction,-0.10516,,,,,,,,,,,,
59532,2021,11,14,prediction,0.1437,,0.2448,,,,,,prediction,-0.10540,,,,,,,,,,,,
59533,2021,11,15,prediction,0.1417,,0.2446,,,,,,prediction,-0.10573,,,,,,,,,,,,
59534,2021,11,16,prediction,0.1397,,0.2445,,,,,,prediction,-0.10606,,,,,,,,,,,,
59535,2021,11,17,prediction,0.1378,,0.2444,,,,,,prediction,-0.10634,,,,,,,,,,,,
59536,2021,11,18,prediction,0.1358,,0.2443,,,,,,prediction,-0.10651,,,,,,,,,,,,
59537,2021,11,19,prediction,0.1338,,0.2443,,,,,,prediction,-0.10654,,,,,,,,,,,,
59538,2021,11,20,prediction,0.1318,,0.2443,,,,,,prediction,-0.10642,,,,,,,,,,,,
59539,2021,11,21,prediction,0.1298,,0.2443,,,,,,prediction,-0.10616,,,,,,,,,,,,
59540,2021,11,22,prediction,0.1278,,0.2443,,,,,,prediction,-0.10578,,,,,,,,,,,,
59541,2021,11,23,prediction,0.1258,,0.2444,,,,,,prediction,-0.10534,,,,,,,,,,,,
59542,2021,11,24,prediction,0.1239,,0.2445,,,,,,prediction,-0.10491,,,,,,,,,,,,
59543,2021,11,25,prediction,0.1219,,0.2446,,,,,,prediction,-0.10455,,,,,,,,,,,,
59544,2021,11,26,prediction,0.1199,,0.2448,,,,,,prediction,-0.10434,,,,,,,,,,,,
59545,2021,11,27,prediction,0.1179,,0.2450,,,,,,prediction,-0.10434,,,,,,,,,,,,
59546,2021,11,28,prediction,0.1159,,0.2452,,,,,,prediction,-0.10458,,,,,,,,,,,,
59547,2021,11,29,prediction,0.1139,,0.2455,,,,,,prediction,-0.10506,,,,,,,,,,,,
59548,2021,11,30,prediction,0.1119,,0.2458,,,,,,prediction,-0.10573,,,,,,,,,,,,
59549,2021,12,01,prediction,0.1100,,0.2461,,,,,,prediction,-0.10650,,,,,,,,,,,,
59550,2021,12,02,prediction,0.1080,,0.2464,,,,,,prediction,-0.10722,,,,,,,,,,,,
59551,2021,12,03,prediction,0.1060,,0.2468,,,,,,prediction,-0.10778,,,,,,,,,,,,
59552,2021,12,04,prediction,0.1040,,0.2472,,,,,,prediction,-0.10806,,,,,,,,,,,,
59553,2021,12,05,prediction,0.1021,,0.2476,,,,,,prediction,-0.10809,,,,,,,,,,,,
59554,2021,12,06,prediction,0.1001,,0.2481,,,,,,prediction,-0.10792,,,,,,,,,,,,
59555,2021,12,07,prediction,0.0982,,0.2486,,,,,,prediction,-0.10768,,,,,,,,,,,,
59556,2021,12,08,prediction,0.0962,,0.2491,,,,,,prediction,-0.10751,,,,,,,,,,,,
59557,2021,12,09,prediction,0.0943,,0.2496,,,,,,prediction,-0.10748,,,,,,,,,,,,
59558,2021,12,10,prediction,0.0924,,0.2502,,,,,,prediction,-0.10761,,,,,,,,,,,,
59559,2021,12,11,prediction,0.0905,,0.2508,,,,,,prediction,-0.10787,,,,,,,,,,,,
59560,2021,12,12,prediction,0.0886,,0.2514,,,,,,prediction,-0.10821,,,,,,,,,,,,
59561,2021,12,13,prediction,0.0867,,0.2521,,,,,,prediction,-0.10855,,,,,,,,,,,,
59562,2021,12,14,prediction,0.0848,,0.2528,,,,,,prediction,-0.10884,,,,,,,,,,,,
59563,2021,12,15,prediction,0.0829,,0.2535,,,,,,prediction,-0.10901,,,,,,,,,,,,
59564,2021,12,16,prediction,0.0810,,0.2542,,,,,,prediction,-0.10903,,,,,,,,,,,,
59565,2021,12,17,prediction,0.0792,,0.2550,,,,,,prediction,-0.10888,,,,,,,,,,,,
59566,2021,12,18,prediction,0.0773,,0.2558,,,,,,prediction,-0.10857,,,,,,,,,,,,
59567,2021,12,19,prediction,0.0755,,0.2566,,,,,,prediction,-0.10812,,,,,,,,,,,,
59568,2021,12,20,prediction,0.0737,,0.2575,,,,,,prediction,-0.10758,,,,,,,,,,,,
59569,2021,12,21,prediction,0.0719,,0.2584,,,,,,prediction,-0.10702,,,,,,,,,,,,
59570,2021,12,22,prediction,0.0701,,0.2593,,,,,,prediction,-0.10651,,,,,,,,,,,,
59571,2021,12,23,prediction,0.0683,,0.2602,,,,,,prediction,-0.10612,,,,,,,,,,,,
59572,2021,12,24,prediction,0.0666,,0.2612,,,,,,prediction,-0.10590,,,,,,,,,,,,
59573,2021,12,25,prediction,0.0648,,0.2622,,,,,,prediction,-0.10589,,,,,,,,,,,,
59574,2021,12,26,prediction,0.0631,,0.2632,,,,,,prediction,-0.10609,,,,,,,,,,,,
59575,2021,12,27,prediction,0.0614,,0.2642,,,,,,prediction,-0.10649,,,,,,,,,,,,
59576,2021,12,28,prediction,0.0597,,0.2653,,,,,,prediction,-0.10700,,,,,,,,,,,,
59577,2021,12,29,prediction,0.0580,,0.2664,,,,,,prediction,-0.10754,,,,,,,,,,,,
59578,2021,12,30,prediction,0.0564,,0.2675,,,,,,prediction,-0.10797,,,,,,,,,,,,
59579,2021,12,31,prediction,0.0548,,0.2687,,,,,,prediction,-0.10821,,,,,,,,,,,,
59580,2022,01,01,prediction,0.0531,,0.2698,,,,,,prediction,-0.10820,,,,,,,,,,,,
59581,2022,01,02,prediction,0.0515,,0.2710,,,,,,prediction,-0.10799,,,,,,,,,,,,
59582,2022,01,03,prediction,0.0500,,0.2722,,,,,,prediction,-0.10768,,,,,,,,,,,,
59583,2022,01,04,prediction,0.0484,,0.2735,,,,,,prediction,-0.10741,,,,,,,,,,,,
59584,2022,01,05,prediction,0.0469,,0.2747,,,,,,prediction,-0.10727,,,,,,,,,,,,
59585,2022,01,06,prediction,0.0454,,0.2760,,,,,,prediction,-0.10732,,,,,,,,,,,,
59586,2022,01,07,prediction,0.0439,,0.2773,,,,,,prediction,-0.10754,,,,,,,,,,,,
59587,2022,01,08,prediction,0.0424,,0.2787,,,,,,prediction,-0.10787,,,,,,,,,,,,
59588,2022,01,09,prediction,0.0410,,0.2800,,,,,,prediction,-0.10822,,,,,,,,,,,,
59589,2022,01,10,prediction,0.0395,,0.2814,,,,,,prediction,-0.10851,,,,,,,,,,,,
59590,2022,01,11,prediction,0.0381,,0.2828,,,,,,prediction,-0.10868,,,,,,,,,,,,
59591,2022,01,12,prediction,0.0368,,0.2842,,,,,,prediction,-0.10871,,,,,,,,,,,,
59592,2022,01,13,prediction,0.0354,,0.2857,,,,,,prediction,-0.10856,,,,,,,,,,,,
59593,2022,01,14,prediction,0.0341,,0.2871,,,,,,prediction,-0.10825,,,,,,,,,,,,
59594,2022,01,15,prediction,0.0328,,0.2886,,,,,,prediction,-0.10780,,,,,,,,,,,,
59595,2022,01,16,prediction,0.0315,,0.2901,,,,,,prediction,-0.10724,,,,,,,,,,,,
59596,2022,01,17,prediction,0.0303,,0.2916,,,,,,prediction,-0.10665,,,,,,,,,,,,
59597,2022,01,18,prediction,0.0290,,0.2932,,,,,,prediction,-0.10609,,,,,,,,,,,,
59598,2022,01,19,prediction,0.0278,,0.2947,,,,,,prediction,-0.10564,,,,,,,,,,,,
59599,2022,01,20,prediction,0.0267,,0.2963,,,,,,prediction,-0.10535,,,,,,,,,,,,
59600,2022,01,21,prediction,0.0255,,0.2979,,,,,,prediction,-0.10526,,,,,,,,,,,,
59601,2022,01,22,prediction,0.0244,,0.2995,,,,,,prediction,-0.10538,,,,,,,,,,,,
59602,2022,01,23,prediction,0.0233,,0.3011,,,,,,prediction,-0.10568,,,,,,,,,,,,
59603,2022,01,24,prediction,0.0223,,0.3028,,,,,,prediction,-0.10606,,,,,,,,,,,,
59604,2022,01,25,prediction,0.0212,,0.3044,,,,,,prediction,-0.10646,,,,,,,,,,,,
59605,2022,01,26,prediction,0.0203,,0.3061,,,,,,prediction,-0.10680,,,,,,,,,,,,
59606,2022,01,27,prediction,0.0193,,0.3078,,,,,,prediction,-0.10697,,,,,,,,,,,,
59607,2022,01,28,prediction,0.0183,,0.3095,,,,,,prediction,-0.10693,,,,,,,,,,,,
59608,2022,01,29,prediction,0.0174,,0.3112,,,,,,prediction,-0.10669,,,,,,,,,,,,
59609,2022,01,30,prediction,0.0166,,0.3130,,,,,,prediction,-0.10633,,,,,,,,,,,,
59610,2022,01,31,prediction,0.0157,,0.3147,,,,,,prediction,-0.10598,,,,,,,,,,,,
59611,2022,02,01,prediction,0.0149,,0.3165,,,,,,prediction,-0.10575,,,,,,,,,,,,
59612,2022,02,02,prediction,0.0141,,0.3183,,,,,,prediction,-0.10573,,,,,,,,,,,,
59613,2022,02,03,prediction,0.0134,,0.3200,,,,,,prediction,-0.10593,,,,,,,,,,,,
59614,2022,02,04,prediction,0.0126,,0.3218,,,,,,prediction,-0.10630,,,,,,,,,,,,
59615,2022,02,05,prediction,0.0119,,0.3237,,,,,,prediction,-0.10675,,,,,,,,,,,,
59616,2022,02,06,prediction,0.0113,,0.3255,,,,,,prediction,-0.10717,,,,,,,,,,,,
59617,2022,02,07,prediction,0.0107,,0.3273,,,,,,prediction,-0.10750,,,,,,,,,,,,
59618,2022,02,08,prediction,0.0101,,0.3292,,,,,,prediction,-0.10767,,,,,,,,,,,,
59619,2022,02,09,prediction,0.0095,,0.3310,,,,,,prediction,-0.10767,,,,,,,,,,,,
59620,2022,02,10,prediction,0.0090,,0.3329,,,,,,prediction,-0.10750,,,,,,,,,,,,
59621,2022,02,11,prediction,0.0085,,0.3347,,,,,,prediction,-0.10718,,,,,,,,,,,,
59622,2022,02,12,prediction,0.0080,,0.3366,,,,,,prediction,-0.10675,,,,,,,,,,,,
59623,2022,02,13,prediction,0.0076,,0.3385,,,,,,prediction,-0.10627,,,,,,,,,,,,
59624,2022,02,14,prediction,0.0072,,0.3404,,,,,,prediction,-0.10582,,,,,,,,,,,,
59625,2022,02,15,prediction,0.0068,,0.3423,,,,,,prediction,-0.10547,,,,,,,,,,,,
59626,2022,02,16,prediction,0.0065,,0.3442,,,,,,prediction,-0.10529,,,,,,,,,,,,
59627,2022,02,17,prediction,0.0062,,0.3461,,,,,,prediction,-0.10532,,,,,,,,,,,,
59628,2022,02,18,prediction,0.0059,,0.3480,,,,,,prediction,-0.10559,,,,,,,,,,,,
59629,2022,02,19,prediction,0.0057,,0.3499,,,,,,prediction,-0.10606,,,,,,,,,,,,
59630,2022,02,20,prediction,0.0055,,0.3518,,,,,,prediction,-0.10666,,,,,,,,,,,,
59631,2022,02,21,prediction,0.0053,,0.3538,,,,,,prediction,-0.10731,,,,,,,,,,,,
59632,2022,02,22,prediction,0.0052,,0.3557,,,,,,prediction,-0.10788,,,,,,,,,,,,
59633,2022,02,23,prediction,0.0051,,0.3576,,,,,,prediction,-0.10830,,,,,,,,,,,,
59634,2022,02,24,prediction,0.0051,,0.3596,,,,,,prediction,-0.10852,,,,,,,,,,,,
59635,2022,02,25,prediction,0.0050,,0.3615,,,,,,prediction,-0.10853,,,,,,,,,,,,
59636,2022,02,26,prediction,0.0051,,0.3634,,,,,,prediction,-0.10840,,,,,,,,,,,,
59637,2022,02,27,prediction,0.0051,,0.3654,,,,,,prediction,-0.10823,,,,,,,,,,,,
59638,2022,02,28,prediction,0.0052,,0.3673,,,,,,prediction,-0.10816,,,,,,,,,,,,
59639,2022,03,01,prediction,0.0053,,0.3692,,,,,,prediction,-0.10828,,,,,,,,,,,,
59640,2022,03,02,prediction,0.0055,,0.3712,,,,,,prediction,-0.10863,,,,,,,,,,,,
59641,2022,03,03,prediction,0.0056,,0.3731,,,,,,prediction,-0.10919,,,,,,,,,,,,
59642,2022,03,04,prediction,0.0059,,0.3750,,,,,,prediction,-0.10990,,,,,,,,,,,,
