MJD,Year,Month,Day,Type,x_pole,sigma_x_pole,y_pole,sigma_y_pole,x_rate,sigma_x_rate,y_rate,sigma_y_rate,Type,UT1-UTC,sigma_UT1-UTC,LOD,sigma_LOD,Type,dPsi,sigma_dPsi,dEpsilon,sigma_dEpsilon,dX,sigma_dX,dY,sigma_dY
57827,2017,03,15,,,,,,,,,,,,,,,rapid,-99.03,0.30,-11.86,0.05,-0.226,0.119,-0.113,0.050
57828,2017,03,16,,,,,,,,,,,,,,,rapid,-99.24,0.30,-11.79,0.05,-0.198,0.119,-0.104,0.050
57829,2017,03,17,,,,,,,,,,,,,,,rapid,-99.55,0.30,-11.75,0.05,-0.177,0.119,-0.104,0.050
57830,2017,03,18,,,,,,,,,,,,,,,rapid,-99.73,0.14,-11.77,0.06,-0.150,0.056,-0.094,0.060
57831,2017,03,19,,,,,,,,,,,,,,,rapid,-99.67,0.12,-11.82,0.07,-0.121,0.048,-0.065,0.070
57832,2017,03,20,,,,,,,,,,,,,,,rapid,-99.39,0.12,-11.83,0.07,-0.083,0.048,-0.013,0.070
57833,2017,03,21,,,,,,,,,,,,,,,rapid,-99.00,0.30,-11.77,0.09,-0.055,0.119,0.051,0.090
57843,2017,03,31,rapid,0.00509,.00009,0.37632,.00009,,,,,rapid,0.472189,0.000015,,,,,,,,,,,
57844,2017,04,01,rapid,0.00530,.00009,0.37765,.00009,,,,,rapid,0.470469,0.000014,,,,,,,,,,,
57845,2017,04,02,rapid,0.00574,.00009,0.37894,.00009,,,,,rapid,0.468895,0.000015,,,,,,,,,,,
57846,2017,04,03,rapid,0.00630,.00009,0.37991,.00009,,,,,rapid,0.467473,0.000017,,,,,,,,,,,
57847,2017,04,04,rapid,0.00719,.00009,0.38097,.00009,,,,,rapid,0.466123,0.000018,,,,,,,,,,,
57848,2017,04,05,rapid,0.00833,.00009,0.38259,.00009,,,,,rapid,0.464787,0.000017,,,,,,,,,,,
57849,2017,04,06,rapid,0.00953,.00009,0.38457,.00009,,,,,rapid,0.463416,0.000018,,,,,,,,,,,
57850,2017,04,07,prediction,0.0105,,0.3866,,,,,,prediction,0.46191,,,,,,,,,,,,
